reason,game,date,player,market,book,line,details
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Tyler Herro",assists,draftkings,4.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Wendell Carter Jr",assists,draftkings,1.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Bam Adebayo",rebounds,draftkings,10.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Duncan Robinson",rebounds,draftkings,1.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Franz Wagner",rebounds,draftkings,5.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Jaime Jaquez Jr",rebounds,draftkings,2.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Jalen Suggs",rebounds,draftkings,3.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Jimmy Butler",rebounds,draftkings,4.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Kentavious Caldwell-Pope",rebounds,draftkings,2.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Nikola Jovic",rebounds,draftkings,4.5,"{"gamesAvailable":0}"
insufficient_history,"Orlando Magic @ Miami Heat",2024-10-22,"Paolo Banchero",rebounds,draftkings,7.5,"{"gamesAvailable":0}"
