date,game_id,home_team,away_team,actual_total,market_line,over_pred_residual,over_pred_total,over_edge,under_prob,bet_direction,bet_result,profit_units,conflict_flag,train_samples,over_model_trees,under_model_trees
2025-01-06,0022400501,SAC,MIA,241,224.16666666666666,-7.710308466197473,216.4563582004692,-7.710308466197461,0.7324682208878979,UNDER,LOSS,-1.0,False,519,0,0
2025-01-07,0022400506,UTA,ATL,245,235.83333333333334,2.937433384562996,238.77076671789635,2.9374333845630076,0.35365828470598226,,,,False,528,0,0
2025-01-07,0022400507,DEN,BOS,224,235.5,-6.383927797265024,229.11607220273498,-6.383927797265017,0.500028818668112,,,,False,528,0,0
2025-01-07,0022400508,GSW,MIA,212,218.5,15.129196266957383,233.6291962669574,15.129196266957393,0.1406601715724629,,,,False,528,0,0
2025-01-07,0022400504,DAL,LAL,215,219.5,3.1665090999774925,222.6665090999775,3.166509099977503,0.5183437240738208,,,,False,528,0,0
2025-01-07,0022400503,WAS,HOU,247,225.33333333333334,6.771117035482519,232.10445036881586,6.7711170354825185,0.3117977100363017,OVER,WIN,0.9090909090909091,False,528,0,0
2025-01-07,0022400502,CHA,PHX,219,222.16666666666666,6.3227789764167674,228.48944564308343,6.322778976416771,0.540436522775714,,,,False,528,0,0
2025-01-07,0022400505,NOP,MIN,201,220.83333333333334,6.60103573021724,227.43436906355058,6.601035730217234,0.22266428010035602,OVER,LOSS,-1.0,False,528,0,0
2025-01-08,0022400509,CLE,OKC,251,227.83333333333334,-3.670682057885991,224.16265127544736,-3.6706820578859833,0.4348456748760016,,,,False,535,0,0
2025-01-08,0022400510,IND,CHI,242,241.0,5.97536709817432,246.97536709817433,5.975367098174331,0.48788531964590615,OVER,WIN,0.9090909090909091,False,535,0,0
2025-01-08,0022400511,NYK,TOR,210,231.33333333333334,-4.665731819545433,226.6676015137879,-4.665731819545442,0.8201652241814267,UNDER,WIN,0.9090909090909091,False,535,0,0
2025-01-08,0022400512,PHI,WAS,212,221.5,-8.458116129580521,213.04188387041947,-8.458116129580532,0.5704403864307458,,,,False,535,0,0
2025-01-08,0022400513,BKN,DET,211,213.5,-13.568924258344381,199.9310757416556,-13.568924258344396,0.6720238019633646,,,,False,535,0,0
