date,game_id,home_team,away_team,actual_total,market_line,pred_model,pred_matchup,pred_blended,edge,bet_direction,profit,result,edge_bucket,train_samples
2025-01-08,0022400516,MIL,SAS,226,222.33333333333334,225.4136754741072,212.74998287090344,216.54909065186456,-5.784242681468783,UNDER,-110.0,LOSS,5.0-6.0,535
2025-01-09,0022400517,CLE,TOR,258,234.66666666666666,230.39567681800258,240.9862012573072,237.80904392551582,3.142377258849166,,,,,543
2025-01-09,0022400518,DET,GSW,211,219.33333333333334,227.14005035607545,224.48284983223311,225.2800099893858,5.94667665605246,OVER,-110.0,LOSS,5.0-6.0,543
2025-01-09,0022400519,ORL,MIN,193,204.0,227.11383194286302,205.6779243188677,212.10869660606627,8.108696606066275,,,,,543
2025-01-09,0022400520,MEM,HOU,234,233.5,229.70291981364724,238.3796096645998,235.77660270931403,2.2766027093140337,,,,,543
2025-01-09,0022400521,DAL,POR,228,219.66666666666666,230.09959550870627,228.03635660543898,228.65532827641914,8.988661609752484,,,,,543
2025-01-09,0022400522,PHX,ATL,238,238.33333333333334,226.9140763328621,234.12281016139343,231.960190012834,-6.373143320499338,UNDER,100.0,WIN,6.0-8.0,543
2025-01-09,0022400523,UTA,MIA,189,223.0,225.84117258312364,227.32768733648874,226.88173291047917,3.8817329104791725,,,,,543
2025-01-10,0022400528,BOS,SAC,211,229.66666666666666,226.39140946661232,227.9824004087108,227.50510312608122,-2.1615635405854334,,,,,550
2025-01-10,0022400525,IND,GSW,204,223.83333333333334,226.71706649538325,229.87442702568205,228.9272188665924,5.093885533259055,OVER,-110.0,LOSS,5.0-6.0,550
2025-01-10,0022400527,PHI,NOP,238,220.33333333333334,220.79170690044245,228.6603275504449,226.29974135544416,5.966408022110812,OVER,100.0,WIN,5.0-6.0,550
2025-01-10,0022400530,CHI,WAS,243,241.5,227.52429950420182,234.25455319005044,232.23547708429584,-9.264522915704163,,,,,550
2025-01-10,0022400529,NYK,OKC,227,225.0,227.04932057413214,226.89555155667608,226.9416822619129,1.941682261912888,,,,,550
2025-01-10,0022400531,DEN,BKN,229,220.5,221.41494267907785,226.11004868167532,224.70151688089607,4.201516880896065,OVER,100.0,WIN,4.0-5.0,550
2025-01-10,0022400526,ORL,MIL,215,209.33333333333334,224.264112724805,201.18166747435941,208.10640104949306,-1.2269322838402843,,,,,550
2025-01-11,0022400533,PHX,UTA,220,228.5,228.61595338383236,224.68220047544358,225.86232634796022,-2.63767365203978,,,,,557
2025-01-11,0022400534,DET,TOR,237,230.33333333333334,230.59683466275595,236.0843065653889,234.43806499459902,4.104731661265674,OVER,100.0,WIN,4.0-5.0,557
2025-01-11,0022400535,MIN,MEM,252,230.0,229.69569787980052,230.78097496412784,230.45539183882963,0.45539183882962675,,,,,557
2025-01-11,0022400536,POR,MIA,217,218.83333333333334,225.13233946402377,222.47680074216433,223.27346235872216,4.4401290253888135,OVER,-110.0,LOSS,4.0-5.0,557
2025-01-12,0022400543,CLE,IND,201,238.66666666666666,232.5836785576795,246.92655407005915,242.62369141634525,3.9570247496785953,,,,,561
2025-01-12,0022400539,NYK,MIL,246,227.33333333333334,225.30957125461998,221.97752228422934,222.97713697534653,-4.356196357986818,UNDER,-110.0,LOSS,4.0-5.0,561
2025-01-12,0022400540,DAL,DEN,213,229.0,228.87625630188919,236.87513812745394,234.47547357978448,5.475473579784477,OVER,-110.0,LOSS,5.0-6.0,561
2025-01-12,0022400541,CHI,SAC,243,237.83333333333334,227.00728676763433,233.19216886899864,231.33670423858933,-6.496629094744009,UNDER,-110.0,LOSS,6.0-8.0,561
2025-01-12,0022400542,BOS,NOP,239,227.0,225.71673133207528,231.87512266879185,230.02760526777686,3.0276052677768632,,,,,561
2025-01-12,0022400546,UTA,BKN,223,215.5,220.05358164030653,220.23661734606458,220.18170663433716,4.681706634337161,OVER,100.0,WIN,4.0-5.0,561
2025-01-12,0022400547,PHX,CHA,233,224.0,215.48671810617074,212.65735637735833,213.50616489600205,-10.493835103997952,,,,,561
2025-01-12,0022400545,WAS,OKC,231,230.33333333333334,227.67260284093257,230.7547474387605,229.8301040594121,-0.5032292739212494,,,,,561
2025-01-12,0022400544,ORL,PHI,203,206.16666666666666,218.66515357711913,206.82356420356882,210.37604101563392,4.209374348967259,OVER,-110.0,LOSS,4.0-5.0,561
2025-01-13,0022400548,WAS,MIN,226,224.33333333333334,229.68912534826475,231.06992921514353,230.65568805507988,6.322354721746535,OVER,100.0,WIN,6.0-8.0,570
2025-01-13,0022400549,NYK,DET,243,224.33333333333334,229.69767539051773,228.12122664123243,228.59416126601803,4.260827932684691,OVER,100.0,WIN,4.0-5.0,570
2025-01-13,0022400550,TOR,GSW,205,228.5,226.99558388945127,230.85478881789442,229.69702733936145,1.1970273393614548,,,,,570
2025-01-13,0022400551,HOU,MEM,238,236.16666666666666,225.21015872733724,238.35467986803786,234.41132352582764,-1.7553431408390168,,,,,570
2025-01-13,0022400552,LAL,SAS,228,222.5,221.49560667153526,222.30713491544066,222.063676442269,-0.4363235577309865,,,,,570
2025-01-13,0022400553,LAC,MIA,207,215.33333333333334,220.91760746648256,211.71434886705828,214.47532644688556,-0.8580068864477823,,,,,570
2025-01-14,0022400555,PHI,OKC,220,218.33333333333334,225.7710459092354,224.09441957358214,224.5974074742781,6.264074140944757,OVER,100.0,WIN,6.0-8.0,576
2025-01-14,0022400557,CHI,NOP,232,239.66666666666666,226.98793676553686,239.6469216987795,235.84922621880668,-3.8174404478599797,,,,,576
2025-01-14,0022400556,ATL,PHX,239,235.16666666666666,226.34785795660795,235.69578144880933,232.8914044011489,-2.2752622655177674,,,,,576
2025-01-14,0022400558,MIL,SAC,245,228.5,226.92272601695996,228.10060353389062,227.7472402788114,-0.7527597211885961,,,,,576
2025-01-14,0022400559,DAL,DEN,217,232.33333333333334,228.15692778239426,233.93154616341747,232.1991606491105,-0.13417268422284678,,,,,576
