date,game_id,home_team,away_team,actual_total,market_line,pred_total,edge,bet_direction,profit,result,edge_bucket,train_samples
2025-01-04,0022400480,IND,PHX,234,233.5,226.30987342413974,-7.190126575860262,UNDER,-110.0,LOSS,6.0-8.0,504
2025-01-04,0022400482,CHI,NYK,265,234.83333333333334,228.48684421344527,-6.346489119888076,UNDER,-110.0,LOSS,6.0-8.0,504
2025-01-04,0022400478,BKN,PHI,217,214.33333333333334,219.4499503801201,5.116617046786757,OVER,100.0,WIN,5.0-6.0,504
2025-01-04,0022400481,MIA,UTA,236,223.5,230.61289487328114,7.112894873281135,OVER,100.0,WIN,6.0-8.0,504
2025-01-04,0022400485,GSW,MEM,234,234.16666666666666,229.04413858839064,-5.122528078276019,UNDER,100.0,WIN,5.0-6.0,504
2025-01-04,0022400483,MIL,POR,207,227.33333333333334,227.445864962756,0.11253162942264794,,,,,504
2025-01-04,0022400486,LAC,ATL,236,227.83333333333334,226.99091135310974,-0.8424219802236053,,,,,504
2025-01-04,0022400479,DET,MIN,224,217.66666666666666,229.55297993707845,11.88631327041179,,,,,504
2025-01-04,0022400484,SAS,DEN,233,237.0,231.39893606867435,-5.601063931325655,UNDER,100.0,WIN,5.0-6.0,504
2025-01-05,0022400492,GSW,SAC,228,225.33333333333334,221.10116213459628,-4.232171198737063,UNDER,-110.0,LOSS,4.0-5.0,513
2025-01-05,0022400490,ORL,UTA,197,212.16666666666666,231.9913244641876,19.824657797520956,,,,,513
2025-01-05,0022400491,HOU,LAL,234,218.33333333333334,224.7141088202738,6.3807754869404505,OVER,100.0,WIN,6.0-8.0,513
2025-01-05,0022400489,WAS,NOP,208,235.16666666666666,225.94382264472708,-9.22284402193958,,,,,513
2025-01-05,0022400487,OKC,BOS,197,221.5,231.47457664458855,9.974576644588552,,,,,513
2025-01-05,0022400488,CLE,CHA,220,223.0,220.41371134727433,-2.5862886527256705,,,,,513
2025-01-06,0022400498,CHI,SAS,224,236.5,221.57392126252364,-14.92607873747636,,,,,519
2025-01-06,0022400496,NYK,ORL,197,210.0,221.67893200144184,11.678932001441837,,,,,519
2025-01-06,0022400493,DET,POR,233,225.5,229.2006350140757,3.7006350140756865,,,,,519
2025-01-06,0022400494,PHI,PHX,208,223.33333333333334,224.0226218984936,0.6892885651602683,,,,,519
2025-01-06,0022400495,BKN,IND,212,222.83333333333334,225.30168290638667,2.468349573053331,,,,,519
2025-01-06,0022400500,MIN,LAC,214,214.5,229.35592662929713,14.85592662929713,,,,,519
2025-01-06,0022400497,TOR,MIL,232,230.5,226.0048566502925,-4.49514334970749,UNDER,-110.0,LOSS,4.0-5.0,519
2025-01-06,0022400499,MEM,DAL,223,232.33333333333334,227.40868863793665,-4.924644695396694,UNDER,100.0,WIN,4.0-5.0,519
2025-01-06,0022400501,SAC,MIA,241,224.16666666666666,221.60067275445937,-2.56599391220729,,,,,519
2025-01-07,0022400506,UTA,ATL,245,235.83333333333334,230.54452529212392,-5.288808041209421,UNDER,-110.0,LOSS,5.0-6.0,528
2025-01-07,0022400507,DEN,BOS,224,235.5,230.46899472987323,-5.031005270126769,UNDER,100.0,WIN,5.0-6.0,528
