date,home_team,away_team,actual_total,market_total_line,model_total,edge,bet_side,bet_result,profit_units,staked_units,n_train_games,skip_reason
2024-10-28,New York Knicks,Cleveland Cavaliers,214,221.5,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-28,Orlando Magic,Indiana Pacers,234,224.5,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-28,Phoenix Suns,Los Angeles Lakers,214,227.5,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-28,Sacramento Kings,Portland Trail Blazers,209,227.66666666666666,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-28,San Antonio Spurs,Houston Rockets,207,220.0,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-28,Toronto Raptors,Denver Nuggets,252,220.5,,,NO_BET,NO_BET,0.0,0.0,38,insufficient_history
2024-10-29,Brooklyn Nets,Denver Nuggets,283,218.0,,,NO_BET,NO_BET,0.0,0.0,48,insufficient_history
2024-10-29,Golden State Warriors,New Orleans Pelicans,230,217.66666666666666,,,NO_BET,NO_BET,0.0,0.0,48,insufficient_history
2024-10-29,Minnesota Timberwolves,Dallas Mavericks,234,222.5,,,NO_BET,NO_BET,0.0,0.0,48,insufficient_history
2024-10-29,Utah Jazz,Sacramento Kings,209,235.33333333333334,,,NO_BET,NO_BET,0.0,0.0,48,insufficient_history
2024-10-30,Charlotte Hornets,Toronto Raptors,271,223.5,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Chicago Bulls,Orlando Magic,201,227.33333333333334,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,244,224.83333333333334,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Golden State Warriors,New Orleans Pelicans,193,219.5,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,LA Clippers,Portland Trail Blazers,211,214.83333333333334,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Memphis Grizzlies,Brooklyn Nets,225,225.83333333333334,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Miami Heat,New York Knicks,223,214.5,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Oklahoma City Thunder,San Antonio Spurs,198,221.5,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Philadelphia 76ers,Detroit Pistons,200,217.5,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-30,Washington Wizards,Atlanta Hawks,253,233.33333333333334,,,NO_BET,NO_BET,0.0,0.0,52,insufficient_history
2024-10-31,Dallas Mavericks,Houston Rockets,210,225.66666666666666,,,NO_BET,NO_BET,0.0,0.0,62,insufficient_history
2024-10-31,LA Clippers,Phoenix Suns,244,223.5,,,NO_BET,NO_BET,0.0,0.0,62,insufficient_history
2024-10-31,Memphis Grizzlies,Milwaukee Bucks,221,226.5,,,NO_BET,NO_BET,0.0,0.0,62,insufficient_history
2024-10-31,Utah Jazz,San Antonio Spurs,194,223.33333333333334,,,NO_BET,NO_BET,0.0,0.0,62,insufficient_history
2024-11-01,Atlanta Hawks,Sacramento Kings,238,239.66666666666666,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Brooklyn Nets,Chicago Bulls,232,226.16666666666666,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Cleveland Cavaliers,Orlando Magic,229,217.16666666666666,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Detroit Pistons,New York Knicks,226,218.5,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Minnesota Timberwolves,Denver Nuggets,235,219.33333333333334,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,New Orleans Pelicans,Indiana Pacers,243,232.33333333333334,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Portland Trail Blazers,Oklahoma City Thunder,251,220.16666666666666,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-01,Toronto Raptors,Los Angeles Lakers,256,229.0,,,NO_BET,NO_BET,0.0,0.0,66,insufficient_history
2024-11-02,Denver Nuggets,Utah Jazz,232,218.5,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,Houston Rockets,Golden State Warriors,248,217.33333333333334,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,LA Clippers,Oklahoma City Thunder,197,220.33333333333334,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,Milwaukee Bucks,Cleveland Cavaliers,227,232.16666666666666,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,Philadelphia 76ers,Memphis Grizzlies,231,223.33333333333334,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,Phoenix Suns,Portland Trail Blazers,200,224.33333333333334,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,San Antonio Spurs,Minnesota Timberwolves,216,214.83333333333334,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-02,Toronto Raptors,Sacramento Kings,259,232.5,,,NO_BET,NO_BET,0.0,0.0,74,insufficient_history
2024-11-03,Brooklyn Nets,Detroit Pistons,198,219.5,,,NO_BET,NO_BET,0.0,0.0,82,insufficient_history
2024-11-03,Dallas Mavericks,Orlando Magic,193,219.33333333333334,,,NO_BET,NO_BET,0.0,0.0,82,insufficient_history
2024-11-03,New Orleans Pelicans,Atlanta Hawks,237,230.83333333333334,,,NO_BET,NO_BET,0.0,0.0,82,insufficient_history
2024-11-04,Atlanta Hawks,Boston Celtics,216,234.33333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Brooklyn Nets,Memphis Grizzlies,210,225.33333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Chicago Bulls,Utah Jazz,261,228.0,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,230,230.33333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Dallas Mavericks,Indiana Pacers,261,235.66666666666666,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Denver Nuggets,Toronto Raptors,240,228.83333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Detroit Pistons,Los Angeles Lakers,218,226.33333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Houston Rockets,New York Knicks,206,219.16666666666666,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,LA Clippers,San Antonio Spurs,217,218.0,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Miami Heat,Sacramento Kings,221,227.16666666666666,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Minnesota Timberwolves,Charlotte Hornets,207,226.5,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,New Orleans Pelicans,Portland Trail Blazers,218,221.66666666666666,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Oklahoma City Thunder,Orlando Magic,188,215.33333333333334,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Phoenix Suns,Philadelphia 76ers,234,226.66666666666666,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-04,Washington Wizards,Golden State Warriors,237,231.5,,,NO_BET,NO_BET,0.0,0.0,85,insufficient_history
2024-11-06,Atlanta Hawks,New York Knicks,237,225.5,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Boston Celtics,Golden State Warriors,230,230.0,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Charlotte Hornets,Detroit Pistons,215,222.66666666666666,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Dallas Mavericks,Chicago Bulls,218,234.83333333333334,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Denver Nuggets,Oklahoma City Thunder,246,222.0,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Houston Rockets,San Antonio Spurs,227,213.5,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Indiana Pacers,Orlando Magic,229,226.5,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,LA Clippers,Philadelphia 76ers,208,218.33333333333334,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Memphis Grizzlies,Los Angeles Lakers,245,229.83333333333334,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,253,224.0,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Phoenix Suns,Miami Heat,227,222.5,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-06,Sacramento Kings,Toronto Raptors,229,238.0,,,NO_BET,NO_BET,0.0,0.0,100,insufficient_history
2024-11-07,Chicago Bulls,Minnesota Timberwolves,254,227.66666666666666,,,NO_BET,NO_BET,0.0,0.0,112,insufficient_history
2024-11-07,Milwaukee Bucks,Utah Jazz,223,229.66666666666666,,,NO_BET,NO_BET,0.0,0.0,112,insufficient_history
2024-11-07,San Antonio Spurs,Portland Trail Blazers,223,217.5,,,NO_BET,NO_BET,0.0,0.0,112,insufficient_history
2024-11-08,Boston Celtics,Brooklyn Nets,212,224.33333333333334,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Charlotte Hornets,Indiana Pacers,186,234.66666666666666,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Cleveland Cavaliers,Golden State Warriors,253,231.33333333333334,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Dallas Mavericks,Phoenix Suns,227,230.5,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Denver Nuggets,Miami Heat,257,222.0,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Detroit Pistons,Atlanta Hawks,243,227.0,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Los Angeles Lakers,Philadelphia 76ers,222,222.66666666666666,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Memphis Grizzlies,Washington Wizards,232,229.33333333333334,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,229,220.66666666666666,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,New York Knicks,Milwaukee Bucks,210,224.83333333333334,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Oklahoma City Thunder,Houston Rockets,233,219.0,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Orlando Magic,New Orleans Pelicans,203,213.5,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-08,Sacramento Kings,LA Clippers,205,224.0,,,NO_BET,NO_BET,0.0,0.0,115,insufficient_history
2024-11-09,Atlanta Hawks,Chicago Bulls,238,238.5,,,NO_BET,NO_BET,0.0,0.0,128,insufficient_history
2024-11-09,Cleveland Cavaliers,Brooklyn Nets,205,223.33333333333334,,,NO_BET,NO_BET,0.0,0.0,128,insufficient_history
2024-11-09,LA Clippers,Toronto Raptors,208,226.33333333333334,,,NO_BET,NO_BET,0.0,0.0,128,insufficient_history
2024-11-09,San Antonio Spurs,Utah Jazz,221,222.5,,,NO_BET,NO_BET,0.0,0.0,128,insufficient_history
2024-11-10,Denver Nuggets,Dallas Mavericks,242,231.5,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Detroit Pistons,Houston Rockets,200,220.33333333333334,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Indiana Pacers,New York Knicks,253,229.0,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Los Angeles Lakers,Toronto Raptors,226,235.33333333333334,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Milwaukee Bucks,Boston Celtics,220,228.5,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Minnesota Timberwolves,Miami Heat,189,218.33333333333334,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Oklahoma City Thunder,Golden State Warriors,243,227.5,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Orlando Magic,Washington Wizards,215,220.16666666666666,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Philadelphia 76ers,Charlotte Hornets,212,221.16666666666666,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Phoenix Suns,Sacramento Kings,245,228.33333333333334,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-10,Portland Trail Blazers,Memphis Grizzlies,223,226.0,,,NO_BET,NO_BET,0.0,0.0,132,insufficient_history
2024-11-11,Chicago Bulls,Cleveland Cavaliers,232,237.16666666666666,,,NO_BET,NO_BET,0.0,0.0,143,insufficient_history
2024-11-11,Houston Rockets,Washington Wizards,199,226.5,,,NO_BET,NO_BET,0.0,0.0,143,insufficient_history
2024-11-11,New Orleans Pelicans,Brooklyn Nets,212,212.83333333333334,,,NO_BET,NO_BET,0.0,0.0,143,insufficient_history
2024-11-11,Oklahoma City Thunder,LA Clippers,262,218.83333333333334,,,NO_BET,NO_BET,0.0,0.0,143,insufficient_history
2024-11-11,San Antonio Spurs,Sacramento Kings,212,222.0,,,NO_BET,NO_BET,0.0,0.0,143,insufficient_history
2024-11-12,Boston Celtics,Atlanta Hawks,233,227.0,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Detroit Pistons,Miami Heat,244,215.5,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Golden State Warriors,Dallas Mavericks,237,232.33333333333334,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Milwaukee Bucks,Toronto Raptors,184,227.83333333333334,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Orlando Magic,Charlotte Hornets,203,213.33333333333334,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Philadelphia 76ers,New York Knicks,210,215.5,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Portland Trail Blazers,Minnesota Timberwolves,230,218.5,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-12,Utah Jazz,Phoenix Suns,232,228.33333333333334,,,NO_BET,NO_BET,0.0,0.0,148,insufficient_history
2024-11-13,Brooklyn Nets,Boston Celtics,253,218.0,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Houston Rockets,LA Clippers,214,213.83333333333334,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Los Angeles Lakers,Memphis Grizzlies,251,230.5,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Milwaukee Bucks,Detroit Pistons,247,217.16666666666666,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,New York Knicks,Chicago Bulls,247,228.33333333333334,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Oklahoma City Thunder,New Orleans Pelicans,194,221.5,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Orlando Magic,Indiana Pacers,184,225.66666666666666,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Philadelphia 76ers,Cleveland Cavaliers,220,217.66666666666666,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,204,221.75,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,Sacramento Kings,Phoenix Suns,231,225.5,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-13,San Antonio Spurs,Washington Wizards,269,222.66666666666666,,,NO_BET,NO_BET,0.0,0.0,156,insufficient_history
2024-11-14,Utah Jazz,Dallas Mavericks,228,230.83333333333334,,,NO_BET,NO_BET,0.0,0.0,167,insufficient_history
2024-11-15,Atlanta Hawks,Washington Wizards,246,240.33333333333334,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Cleveland Cavaliers,Chicago Bulls,270,237.16666666666666,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Golden State Warriors,Memphis Grizzlies,241,235.33333333333334,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Houston Rockets,LA Clippers,229,217.33333333333334,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Indiana Pacers,Miami Heat,235,227.83333333333334,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,New Orleans Pelicans,Denver Nuggets,195,221.0,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,New York Knicks,Brooklyn Nets,246,216.5,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Oklahoma City Thunder,Phoenix Suns,182,228.0,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Orlando Magic,Philadelphia 76ers,184,210.66666666666666,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Sacramento Kings,Minnesota Timberwolves,256,222.0,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,San Antonio Spurs,Los Angeles Lakers,235,227.33333333333334,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-15,Toronto Raptors,Detroit Pistons,194,225.0,,,NO_BET,NO_BET,0.0,0.0,168,insufficient_history
2024-11-16,Boston Celtics,Toronto Raptors,249,228.5,,,NO_BET,NO_BET,0.0,0.0,180,insufficient_history
2024-11-16,Charlotte Hornets,Milwaukee Bucks,229,217.33333333333334,,,NO_BET,NO_BET,0.0,0.0,180,insufficient_history
2024-11-16,Dallas Mavericks,San Antonio Spurs,203,227.0,,,NO_BET,NO_BET,0.0,0.0,180,insufficient_history
2024-11-16,New Orleans Pelicans,Los Angeles Lakers,203,221.33333333333334,,,NO_BET,NO_BET,0.0,0.0,180,insufficient_history
2024-11-16,Sacramento Kings,Utah Jazz,238,227.5,,,NO_BET,NO_BET,0.0,0.0,180,insufficient_history
2024-11-17,Chicago Bulls,Houston Rockets,250,233.66666666666666,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Cleveland Cavaliers,Charlotte Hornets,242,224.16666666666666,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Indiana Pacers,Miami Heat,229,228.66666666666666,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,LA Clippers,Utah Jazz,221,220.5,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Memphis Grizzlies,Denver Nuggets,195,228.0,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Minnesota Timberwolves,Phoenix Suns,237,219.5,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,New York Knicks,Brooklyn Nets,218,220.5,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Oklahoma City Thunder,Dallas Mavericks,240,229.5,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Portland Trail Blazers,Atlanta Hawks,224,232.33333333333334,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-17,Washington Wizards,Detroit Pistons,228,228.66666666666666,,,NO_BET,NO_BET,0.0,0.0,185,insufficient_history
2024-11-18,Detroit Pistons,Chicago Bulls,234,233.5,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,LA Clippers,Golden State Warriors,201,226.16666666666666,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,Miami Heat,Philadelphia 76ers,195,212.66666666666666,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,Milwaukee Bucks,Houston Rockets,201,222.33333333333334,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,New York Knicks,Washington Wizards,240,231.16666666666666,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,Phoenix Suns,Orlando Magic,208,211.16666666666666,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,Sacramento Kings,Atlanta Hawks,217,234.83333333333334,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-18,Toronto Raptors,Indiana Pacers,249,234.33333333333334,,,NO_BET,NO_BET,0.0,0.0,195,insufficient_history
2024-11-19,Boston Celtics,Cleveland Cavaliers,237,234.83333333333334,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-19,Brooklyn Nets,Charlotte Hornets,231,220.83333333333334,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-19,Dallas Mavericks,New Orleans Pelicans,223,221.83333333333334,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-19,Los Angeles Lakers,Utah Jazz,242,235.33333333333334,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-19,Memphis Grizzlies,Denver Nuggets,232,226.83333333333334,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-19,San Antonio Spurs,Oklahoma City Thunder,214,223.16666666666666,,,NO_BET,NO_BET,0.0,0.0,203,insufficient_history
2024-11-20,Cleveland Cavaliers,New Orleans Pelicans,228,222.0,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Golden State Warriors,Atlanta Hawks,217,239.0,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Houston Rockets,Indiana Pacers,243,231.5,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,LA Clippers,Orlando Magic,197,206.5,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Memphis Grizzlies,Philadelphia 76ers,228,219.5,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Milwaukee Bucks,Chicago Bulls,228,238.0,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Oklahoma City Thunder,Portland Trail Blazers,208,223.83333333333334,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-20,Phoenix Suns,New York Knicks,260,222.5,,,NO_BET,NO_BET,0.0,0.0,209,insufficient_history
2024-11-21,Charlotte Hornets,Detroit Pistons,244,220.66666666666666,,,NO_BET,NO_BET,0.0,0.0,217,insufficient_history
2024-11-21,Los Angeles Lakers,Orlando Magic,237,217.33333333333334,,,NO_BET,NO_BET,0.0,0.0,217,insufficient_history
2024-11-21,San Antonio Spurs,Utah Jazz,244,224.16666666666666,,,NO_BET,NO_BET,0.0,0.0,217,insufficient_history
2024-11-21,Toronto Raptors,Minnesota Timberwolves,215,225.5,,,NO_BET,NO_BET,0.0,0.0,217,insufficient_history
2024-11-22,Chicago Bulls,Atlanta Hawks,258,244.5,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,Denver Nuggets,Dallas Mavericks,243,227.33333333333334,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,Houston Rockets,Portland Trail Blazers,204,223.16666666666666,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,LA Clippers,Sacramento Kings,192,221.33333333333334,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,Milwaukee Bucks,Indiana Pacers,246,237.5,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,New Orleans Pelicans,Golden State Warriors,220,223.5,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,Philadelphia 76ers,Brooklyn Nets,211,217.5,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-22,Washington Wizards,Boston Celtics,204,237.83333333333334,,,NO_BET,NO_BET,0.0,0.0,221,insufficient_history
2024-11-23,Chicago Bulls,Memphis Grizzlies,273,243.16666666666666,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,Houston Rockets,Portland Trail Blazers,202,224.5,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,Los Angeles Lakers,Denver Nuggets,229,233.0,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,Milwaukee Bucks,Charlotte Hornets,244,223.0,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,Orlando Magic,Detroit Pistons,211,206.66666666666666,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,San Antonio Spurs,Golden State Warriors,198,225.33333333333334,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-23,Utah Jazz,New York Knicks,227,229.66666666666666,,,NO_BET,NO_BET,0.0,0.0,229,insufficient_history
2024-11-24,Boston Celtics,Minnesota Timberwolves,212,222.5,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-24,Cleveland Cavaliers,Toronto Raptors,230,236.5,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-24,Indiana Pacers,Washington Wizards,218,242.66666666666666,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-24,Miami Heat,Dallas Mavericks,241,222.0,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-24,Philadelphia 76ers,LA Clippers,224,209.0,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-24,Sacramento Kings,Brooklyn Nets,211,222.0,,,NO_BET,NO_BET,0.0,0.0,236,insufficient_history
2024-11-25,Atlanta Hawks,Dallas Mavericks,248,237.5,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Boston Celtics,LA Clippers,220,218.66666666666666,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Charlotte Hornets,Orlando Magic,179,213.5,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Denver Nuggets,New York Knicks,263,232.16666666666666,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Detroit Pistons,Toronto Raptors,202,222.83333333333334,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Golden State Warriors,Brooklyn Nets,248,223.33333333333334,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Indiana Pacers,New Orleans Pelicans,224,227.5,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Memphis Grizzlies,Portland Trail Blazers,221,230.83333333333334,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-25,Sacramento Kings,Oklahoma City Thunder,239,223.5,,,NO_BET,NO_BET,0.0,0.0,242,insufficient_history
2024-11-26,Miami Heat,Milwaukee Bucks,209,224.5,,,NO_BET,NO_BET,0.0,0.0,251,insufficient_history
2024-11-26,Minnesota Timberwolves,Houston Rockets,228,221.16666666666666,,,NO_BET,NO_BET,0.0,0.0,251,insufficient_history
2024-11-26,Phoenix Suns,Los Angeles Lakers,227,234.16666666666666,,,NO_BET,NO_BET,0.0,0.0,251,insufficient_history
2024-11-26,Utah Jazz,San Antonio Spurs,243,225.83333333333334,,,NO_BET,NO_BET,0.0,0.0,251,insufficient_history
