date,game_id,home_team,away_team,actual_total,market_line,predicted_residual,predicted_total,edge,bet_direction,bet_result,profit_units,edge_bucket,train_samples,model_trees
2025-01-04,0022400480,IND,PHX,234,233.5,3.1943681180378136,236.6943681180378,3.1943681180378007,,,,,504,0
2025-01-04,0022400482,CHI,NYK,265,234.83333333333334,2.9983992328359186,237.83173256616925,2.998399232835908,,,,,504,0
2025-01-04,0022400478,BKN,PHI,217,214.33333333333334,-8.250355299871652,206.0829780334617,-8.250355299871643,,,,,504,0
2025-01-04,0022400481,MIA,UTA,236,223.5,-14.333487055454734,209.16651294454527,-14.333487055454725,,,,,504,0
2025-01-04,0022400485,GSW,MEM,234,234.16666666666666,-4.490199232073048,229.6764674345936,-4.490199232073053,UNDER,WIN,0.9090909090909091,4.0-5.0,504,0
2025-01-04,0022400483,MIL,POR,207,227.33333333333334,-3.7533770553249557,223.57995627800838,-3.753377055324961,,,,,504,0
2025-01-04,0022400486,LAC,ATL,236,227.83333333333334,4.336970653760063,232.1703039870934,4.336970653760062,OVER,WIN,0.9090909090909091,4.0-5.0,504,0
2025-01-04,0022400479,DET,MIN,224,217.66666666666666,1.485903030553279,219.15256969721995,1.4859030305532883,,,,,504,0
2025-01-04,0022400484,SAS,DEN,233,237.0,13.761542767694923,250.76154276769492,13.76154276769492,,,,,504,0
2025-01-05,0022400492,GSW,SAC,228,225.33333333333334,9.001436455509221,234.33476978884255,9.001436455509207,,,,,513,0
2025-01-05,0022400490,ORL,UTA,197,212.16666666666666,8.244951786047364,220.411618452714,8.244951786047352,,,,,513,0
2025-01-05,0022400491,HOU,LAL,234,218.33333333333334,15.648587756264394,233.98192108959773,15.64858775626439,,,,,513,0
2025-01-05,0022400489,WAS,NOP,208,235.16666666666666,-3.047366095249299,232.11930057141737,-3.047366095249288,,,,,513,0
2025-01-05,0022400487,OKC,BOS,197,221.5,3.693203433706423,225.19320343370643,3.6932034337064295,,,,,513,0
2025-01-05,0022400488,CLE,CHA,220,223.0,-6.359942953478619,216.64005704652138,-6.3599429534786225,UNDER,WIN,0.9090909090909091,6.0-8.0,513,0
2025-01-06,0022400498,CHI,SAS,224,236.5,13.67374856061118,250.1737485606112,13.673748560611187,,,,,519,0
2025-01-06,0022400496,NYK,ORL,197,210.0,-10.847645459013577,199.15235454098644,-10.847645459013563,,,,,519,0
2025-01-06,0022400493,DET,POR,233,225.5,14.913424051898769,240.41342405189877,14.913424051898772,,,,,519,0
2025-01-06,0022400494,PHI,PHX,208,223.33333333333334,-4.729083370400537,218.6042499629328,-4.729083370400531,UNDER,WIN,0.9090909090909091,4.0-5.0,519,0
2025-01-06,0022400495,BKN,IND,212,222.83333333333334,-18.730042995667404,204.10329033766595,-18.73004299566739,,,,,519,0
2025-01-06,0022400500,MIN,LAC,214,214.5,7.486672330990518,221.98667233099053,7.48667233099053,OVER,LOSS,-1.0,6.0-8.0,519,0
2025-01-06,0022400497,TOR,MIL,232,230.5,-1.286471980936459,229.21352801906355,-1.2864719809364544,,,,,519,0
2025-01-06,0022400499,MEM,DAL,223,232.33333333333334,2.342629355461048,234.67596268879439,2.3426293554610425,,,,,519,0
2025-01-06,0022400501,SAC,MIA,241,224.16666666666666,-7.710308466197473,216.4563582004692,-7.710308466197461,UNDER,LOSS,-1.0,6.0-8.0,519,0
2025-01-07,0022400506,UTA,ATL,245,235.83333333333334,2.937433384562996,238.77076671789635,2.9374333845630076,,,,,528,0
2025-01-07,0022400507,DEN,BOS,224,235.5,-6.383927797265024,229.11607220273498,-6.383927797265017,UNDER,WIN,0.9090909090909091,6.0-8.0,528,0
2025-01-07,0022400508,GSW,MIA,212,218.5,15.129196266957383,233.6291962669574,15.129196266957393,,,,,528,0
2025-01-07,0022400504,DAL,LAL,215,219.5,3.1665090999774925,222.6665090999775,3.166509099977503,,,,,528,0
2025-01-07,0022400503,WAS,HOU,247,225.33333333333334,6.771117035482519,232.10445036881586,6.7711170354825185,OVER,WIN,0.9090909090909091,6.0-8.0,528,0
2025-01-07,0022400502,CHA,PHX,219,222.16666666666666,6.3227789764167674,228.48944564308343,6.322778976416771,OVER,LOSS,-1.0,6.0-8.0,528,0
2025-01-07,0022400505,NOP,MIN,201,220.83333333333334,6.60103573021724,227.43436906355058,6.601035730217234,OVER,LOSS,-1.0,6.0-8.0,528,0
2025-01-08,0022400509,CLE,OKC,251,227.83333333333334,-3.670682057885991,224.16265127544736,-3.6706820578859833,,,,,535,0
2025-01-08,0022400510,IND,CHI,242,241.0,5.97536709817432,246.97536709817433,5.975367098174331,OVER,WIN,0.9090909090909091,5.0-6.0,535,0
2025-01-08,0022400511,NYK,TOR,210,231.33333333333334,-4.665731819545433,226.6676015137879,-4.665731819545442,UNDER,WIN,0.9090909090909091,4.0-5.0,535,0
2025-01-08,0022400512,PHI,WAS,212,221.5,-8.458116129580521,213.04188387041947,-8.458116129580532,,,,,535,0
2025-01-08,0022400513,BKN,DET,211,213.5,-13.568924258344381,199.9310757416556,-13.568924258344396,,,,,535,0
2025-01-08,0022400515,DEN,LAC,229,227.5,-7.550958791467975,219.94904120853204,-7.550958791467963,UNDER,LOSS,-1.0,6.0-8.0,535,0
2025-01-08,0022400514,NOP,POR,219,226.5,-1.6419160413220755,224.85808395867792,-1.6419160413220766,,,,,535,0
2025-01-08,0022400516,MIL,SAS,226,222.33333333333334,10.35745469309128,232.69078802642463,10.357454693091285,,,,,535,0
2025-01-09,0022400517,CLE,TOR,258,234.66666666666666,-11.729020345741887,222.93764632092478,-11.729020345741873,,,,,543,0
2025-01-09,0022400518,DET,GSW,211,219.33333333333334,5.60392690104215,224.9372602343755,5.6039269010421435,OVER,LOSS,-1.0,5.0-6.0,543,0
