T_YES,T_NO,MIN_EDGE,MAX_VIG,num_bets,bet_pct,roi,win_rate,avg_edge,num_high,num_medium,num_low
0.6,0.25,0.04,0.06,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.4,0.04,0.08,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.3,0.04,0.08,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.3,0.04,0.1,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.4,0.04,0.1,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.25,0.04,0.1,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.25,0.04,0.08,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.3,0.04,0.06,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.4,0.04,0.06,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.35,0.04,0.06,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.35,0.04,0.08,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.35,0.04,0.1,74,13.729128014842301,0.11426665833822326,0.5945945945945946,0.09403131929104691,23,51,0
0.6,0.4,0.01,0.1,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.35,0.01,0.1,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.35,0.01,0.08,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.35,0.01,0.06,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.25,0.01,0.08,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.4,0.01,0.06,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.25,0.01,0.06,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.4,0.01,0.08,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.25,0.01,0.1,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.3,0.01,0.1,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.3,0.01,0.08,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.3,0.01,0.06,120,22.263450834879407,0.09044762854647213,0.6083333333333333,0.06816264719467421,23,97,0
0.6,0.25,0.03,0.1,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.25,0.03,0.08,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.4,0.03,0.06,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.4,0.03,0.08,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.25,0.03,0.06,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.35,0.03,0.1,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.35,0.03,0.08,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.35,0.03,0.06,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.4,0.03,0.1,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.3,0.03,0.1,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.3,0.03,0.06,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.6,0.3,0.03,0.08,93,17.25417439703154,0.08650834062382373,0.5913978494623656,0.08203359693318553,23,70,0
0.65,0.35,0.03,0.08,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.35,0.03,0.06,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.3,0.03,0.1,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.25,0.03,0.06,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.25,0.03,0.08,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.35,0.03,0.1,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.4,0.03,0.06,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.3,0.03,0.08,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.3,0.03,0.06,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.4,0.03,0.08,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.25,0.03,0.1,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.65,0.4,0.03,0.1,11,2.0408163265306123,0.08438186760468756,0.6363636363636364,0.06985661163951846,2,9,0
0.6,0.4,0.02,0.06,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.35,0.02,0.06,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.3,0.02,0.1,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.4,0.02,0.08,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.3,0.02,0.08,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.3,0.02,0.06,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.25,0.02,0.1,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.35,0.02,0.08,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.35,0.02,0.1,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.25,0.02,0.08,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.25,0.02,0.06,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.4,0.02,0.1,110,20.408163265306122,0.07179091123047045,0.5909090909090909,0.07310125271084791,23,87,0
0.6,0.3,0.05,0.08,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.25,0.05,0.06,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.25,0.05,0.08,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.25,0.05,0.1,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.3,0.05,0.06,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.35,0.05,0.1,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.4,0.05,0.1,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.35,0.05,0.08,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.3,0.05,0.1,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.4,0.05,0.06,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.4,0.05,0.08,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.6,0.35,0.05,0.06,65,12.059369202226344,0.05544809158465502,0.5538461538461539,0.1008415042091004,23,42,0
0.65,0.4,0.01,0.08,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.4,0.01,0.1,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.35,0.01,0.1,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.35,0.01,0.08,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.35,0.01,0.06,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.4,0.01,0.06,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.25,0.01,0.06,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.25,0.01,0.08,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.25,0.01,0.1,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.3,0.01,0.1,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.3,0.01,0.08,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.3,0.01,0.06,13,2.411873840445269,0.03429278288110617,0.6153846153846154,0.06181690200730134,2,11,0
0.65,0.4,0.02,0.1,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.4,0.02,0.08,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.4,0.02,0.06,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.25,0.02,0.1,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.35,0.02,0.06,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.35,0.02,0.1,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.35,0.02,0.08,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.25,0.02,0.08,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.3,0.02,0.1,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.3,0.02,0.08,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.25,0.02,0.06,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
0.65,0.3,0.02,0.06,12,2.226345083487941,-0.005983288029036397,0.5833333333333334,0.0658748322107133,2,10,0
