side,threshold,n_bets,n_wins,win_rate,total_profit,roi,total_profit_fair,roi_fair,avg_edge,median_edge,fold,phase,model,train_start,train_end,test_start,test_end,train_n,test_n
YES,0.55,42,24,0.5714285714285714,-29.8,-7.095238095238095,-16.25318387449622,-3.869805684403862,0.14743501383196728,0.1384995481536616,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.6,38,22,0.5789473684210527,-22.799999999999997,-5.999999999999999,-10.45875156412713,-2.75230304319135,0.16433364735563746,0.17277601241305096,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.65,34,21,0.6176470588235294,-0.4000000000000057,-0.11764705882353109,11.35520192424497,3.339765271836756,0.17094275814749144,0.17418618698252952,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.5,18,8,0.4444444444444444,-10.7,-5.944444444444444,-4.730645716911205,-2.628136509395114,0.15044709107641172,0.15321083559168644,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.55,13,5,0.38461538461538464,-23.0,-17.692307692307693,-19.269845164806306,-14.822957819081772,0.18579124934235847,0.15524041024455687,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.6,9,3,0.3333333333333333,-29.1,-32.333333333333336,-26.957962905229067,-29.953292116921187,0.2131579857471026,0.18405118313016772,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.65,4,1,0.25,-21.4,-53.49999999999999,-20.792079207920793,-51.98019801980198,0.251734258835696,0.26377708749928747,4,Phase 2: Modern ML,xgboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.5,55,30,0.5454545454545454,-51.8,-9.418181818181818,-34.28798955289432,-6.234179918708057,0.11111307838494798,0.10167077760042975,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.55,51,28,0.5490196078431373,-47.70000000000002,-9.352941176470592,-31.499378850881556,-6.176348794290501,0.12150319100443854,0.11469026262420945,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.6,45,27,0.6,-3.599999999999998,-0.7999999999999995,12.037206514972105,2.6749347811049122,0.13756009982783582,0.14036025535469931,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.65,36,24,0.6666666666666666,31.599999999999998,8.777777777777777,45.172536268652095,12.547926741292247,0.1519753389185347,0.14850584800697214,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.5,14,4,0.2857142857142857,-58.0,-41.42857142857143,-55.113758822344735,-39.36697058738909,0.173088784390794,0.1454558088435662,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.55,7,2,0.2857142857142857,-32.3,-46.14285714285714,-30.94359502107223,-44.205135744388905,0.23819974911341862,0.2448298144149058,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.6,5,1,0.2,-33.3,-66.6,-32.675438596491226,-65.35087719298245,0.2684663999730487,0.2559843754075994,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
NO,0.65,5,1,0.2,-33.3,-66.6,-32.675438596491226,-65.35087719298245,0.2684663999730487,0.2559843754075994,4,Phase 2: Modern ML,catboost,2023-08-11,2024-12-07,2024-12-08,2025-02-03,524,95
YES,0.5,51,26,0.5098039215686274,-57.000000000000014,-11.176470588235297,-41.3983449730477,-8.117322543734842,0.04241975879669948,0.04355781599416053,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,44,24,0.5454545454545454,-26.5,-6.0227272727272725,-12.265717500214027,-2.7876630682304606,0.050771325159211095,0.05153826292247121,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,31,18,0.5806451612903226,-2.799999999999997,-0.903225806451612,7.7593262003137085,2.5030084517140994,0.05935044320759741,0.052115304139317864,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,9,4,0.4444444444444444,-23.699999999999996,-26.333333333333332,-21.33695223016712,-23.70772470018569,0.064318589840429,0.052115304139317864,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,logistic,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,17,13,0.7647058823529411,43.69999999999999,25.705882352941167,51.04090355665119,30.02406091567717,0.003260051842992374,0.020183421923074096,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,13,10,0.7692307692307693,35.5,27.307692307692307,41.28801506732279,31.7600115902483,0.04467257115046296,0.0679624664906383,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,9,6,0.6666666666666666,8.499999999999996,9.44444444444444,11.965657810064911,13.295175344516569,0.06685311199106604,0.07662188676385695,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,6,4,0.6666666666666666,-1.1000000000000014,-1.8333333333333357,0.8896708283187751,1.482784713864625,0.06212542007843341,0.07229217662724763,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,34,21,0.6176470588235294,121.50000000000001,35.735294117647065,137.437983969819,40.422936461711465,0.22769316548729418,0.20711094781665035,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,29,18,0.6206896551724138,108.60000000000002,37.448275862068975,122.24902687224824,42.15483685249939,0.25192438666085964,0.21793226835623786,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,27,18,0.6666666666666666,128.60000000000002,47.62962962962964,142.2490268722483,52.68482476749937,0.2629083151445506,0.22671796598548732,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,19,14,0.7368421052631579,120.20000000000002,63.26315789473686,130.796018775304,68.84000988173894,0.29579662301024723,0.3149905886837842,5,Phase 1: Baseline,poisson,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,44,22,0.5,-63.6,-14.454545454545457,-50.639571530455726,-11.508993529649029,0.03665973742811232,0.036728443425859125,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,35,19,0.5428571428571428,-21.900000000000006,-6.257142857142858,-10.535100591046046,-3.0100287402988704,0.059262609188950106,0.05031611664044566,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,25,12,0.48,-45.39999999999999,-18.159999999999997,-38.14113277322696,-15.256453109290783,0.08484439166915056,0.062383332153701176,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,12,8,0.6666666666666666,19.3,16.083333333333332,24.264331402737284,20.220276168947738,0.12316479359238634,0.10560404147686753,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,7,3,0.42857142857142855,-9.0,-12.857142857142856,-6.84857111487546,-9.783673021250657,0.036936912997367274,0.02881186514754508,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,1,0,0.0,-10.0,-100.0,-10.0,-100.0,0.02881186514754508,0.02881186514754508,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,5,Phase 1: Baseline,random_forest,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,34,16,0.47058823529411764,-69.3,-20.38235294117647,-59.86440169758214,-17.6071769698771,0.21878270555176327,0.2114670188081511,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,31,14,0.45161290322580644,-74.8,-24.129032258064516,-66.52527126279952,-21.459764923483714,0.24158425628812907,0.2223534922535304,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,30,13,0.43333333333333335,-84.39999999999999,-28.133333333333333,-76.78705136751157,-25.595683789170522,0.24658890404560282,0.22290829273851032,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,28,11,0.39285714285714285,-97.6,-34.857142857142854,-91.12384171006977,-32.54422918216777,0.26150035917785014,0.2290897324772213,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,17,7,0.4117647058823529,-20.2,-11.882352941176471,-15.084846575368914,-8.873439161981715,0.22382192955978703,0.22685261442114113,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,15,5,0.3333333333333333,-53.8,-35.86666666666666,-50.49363242039638,-33.66242161359759,0.2289454812661593,0.2290624414907857,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,12,4,0.3333333333333333,-41.89999999999999,-34.91666666666666,-39.23759377305339,-32.69799481087782,0.24954139042115123,0.22990556079782337,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,11,4,0.36363636363636365,-31.899999999999995,-28.999999999999996,-29.237593773053387,-26.57963070277581,0.26723663939041187,0.23074868010486105,5,Phase 2: Modern ML,lightgbm,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,38,19,0.5,-55.699999999999996,-14.657894736842103,-44.40974895668404,-11.686776041232642,0.1521790912164319,0.16938050394863752,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,31,15,0.4838709677419355,-50.7,-16.35483870967742,-41.57148993098616,-13.4101580422536,0.20721253270626477,0.20010909795761112,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,28,15,0.5357142857142857,-20.7,-7.392857142857142,-11.57148993098616,-4.1326749753522005,0.22888772323676468,0.20784100305352782,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,23,12,0.5217391304347826,-26.6,-11.565217391304348,-19.423643819620374,-8.445062530269727,0.26147229830069824,0.23509770299915733,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,13,6,0.46153846153846156,-9.2,-7.076923076923077,-5.00200044204874,-3.8476926477297995,0.19442553497799717,0.15926994583041398,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,10,3,0.3,-46.3,-46.3,-44.458832140978075,-44.458832140978075,0.22743027307892744,0.22858131908668294,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,9,3,0.3333333333333333,-36.3,-40.33333333333333,-34.458832140978075,-38.28759126775342,0.22290750005093496,0.18960274894212947,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,8,3,0.375,-26.299999999999997,-32.875,-24.45883214097807,-30.57354017622259,0.23390477894028158,0.22858131908668294,5,Phase 2: Modern ML,xgboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,38,18,0.47368421052631576,-80.8,-21.263157894736842,-70.3871364938177,-18.522930656267818,0.1441715899190344,0.13564050447060427,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.55,32,14,0.4375,-85.0,-26.5625,-76.79079357807447,-23.997122993148274,0.18549067176910264,0.16898378801693248,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.6,31,13,0.41935483870967744,-89.30000000000001,-28.806451612903228,-81.57340227372666,-26.31400073346021,0.19485885511468362,0.17713817227017692,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.65,28,11,0.39285714285714285,-95.39999999999999,-34.07142857142857,-88.87294565272208,-31.740337733115027,0.2048342489624905,0.21108749161402007,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.5,13,5,0.38461538461538464,-27.8,-21.384615384615387,-24.20992123412795,-18.623016333944577,0.13784125809037556,0.11445663858273941,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.55,11,4,0.36363636363636365,-33.7,-30.63636363636364,-31.02810305230977,-28.207366411190698,0.1458226886699844,0.11445663858273941,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.6,7,3,0.42857142857142855,-14.2,-20.285714285714285,-12.230288844659494,-17.47184120665642,0.1953903454985872,0.19669941127983637,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
NO,0.65,4,1,0.25,-23.0,-57.49999999999999,-22.410714285714285,-56.02678571428571,0.25813244087328324,0.2576706049094184,5,Phase 2: Modern ML,catboost,2023-08-11,2025-01-20,2025-01-25,2025-03-16,599,70
YES,0.5,58,36,0.6206896551724138,59.9,10.327586206896552,81.8905722054099,14.119064173346535,0.05317113417062079,0.046182945955895505,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,56,35,0.625,59.70000000000002,10.660714285714288,80.971653286491,14.459223801159107,0.053310412407570396,0.046182945955895505,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,29,18,0.6206896551724138,28.799999999999997,9.931034482758621,39.87979019063746,13.751651789874986,0.07499063574572186,0.08518921684275171,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,1,1,1.0,11.099999999999998,110.99999999999999,11.920903954802263,119.20903954802262,0.20859362026392103,0.20859362026392103,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,logistic,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.5,21,17,0.8095238095238095,94.5,45.0,105.0520308007882,50.02477657180391,0.06779104606826553,0.0679624664906383,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,16,15,0.9375,108.1,67.56249999999999,117.36494349337809,73.3530896833613,0.09525962668849892,0.09429091239064372,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,10,10,1.0,67.4,67.4,73.16596924087577,73.16596924087577,0.10035013277886988,0.10514611637600119,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,6,6,1.0,36.900000000000006,61.50000000000001,40.17159022016918,66.95265036694863,0.1222124881254722,0.10514611637600119,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,37,18,0.4864864864864865,11.299999999999997,3.0540540540540535,24.3816621563071,6.58963842062354,0.2424901527246372,0.21972515670867115,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,32,17,0.53125,34.899999999999984,10.906249999999995,47.126760195522785,14.727112561100869,0.26148028911483157,0.2761282109742478,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,27,17,0.6296296296296297,84.9,31.444444444444446,97.12676019552279,35.97287414648992,0.2848494751948214,0.29444274167191153,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,19,11,0.5789473684210527,32.800000000000004,17.263157894736842,40.52337924526294,21.328094339612072,0.32972006393970554,0.32065272180779963,6,Phase 1: Baseline,poisson,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.5,48,30,0.625,54.6,11.375,72.99845809581657,15.208012103295118,0.07229360353318542,0.0846997543680923,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,41,26,0.6341463414634146,55.4,13.51219512195122,71.3885023221982,17.41182983468249,0.08958212227935779,0.09215429057961932,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,29,18,0.6206896551724138,23.5,8.103448275862068,34.37987511265369,11.855129349190928,0.10675973093836595,0.11619107553282126,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,14,9,0.6428571428571429,20.799999999999997,14.857142857142854,26.48418220029227,18.917273000208766,0.13416469820197616,0.13791530641056898,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,10,4,0.4,-16.799999999999997,-16.799999999999997,-13.852880487950241,-13.852880487950243,0.06634603954143362,0.06812794883545595,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,0,0,0.0,0.0,0.0,0.0,0.0,,,6,Phase 1: Baseline,random_forest,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.5,42,25,0.5952380952380952,33.9,8.071428571428571,49.44874716386726,11.773511229492204,0.28164847178409846,0.2946518195163872,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,39,23,0.5897435897435898,27.500000000000007,7.051282051282053,41.889862436443195,10.740990368318768,0.30378053226472224,0.3049856441613005,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,37,22,0.5945945945945946,27.89999999999999,7.540540540540539,41.62808233173115,11.25083306263004,0.31673339599172307,0.3097963119392342,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,34,20,0.5882352941176471,24.499999999999993,7.205882352941175,37.13691807147176,10.922622962197577,0.3371191764331057,0.3285247935279265,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,16,5,0.3125,-51.3,-32.0625,-47.506726641796405,-29.691704151122757,0.2780173486933993,0.3027297494464648,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,13,5,0.38461538461538464,-21.3,-16.384615384615387,-17.506726641796405,-13.46671280138185,0.3213666617434456,0.3253120331369499,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,11,5,0.45454545454545453,-1.3000000000000007,-1.1818181818181825,2.4932733582036004,2.266612143821455,0.34975484868250634,0.3263920954436528,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,10,5,0.5,8.7,8.7,12.493273358203597,12.493273358203597,0.35219913023706195,0.34786421431658376,6,Phase 2: Modern ML,lightgbm,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.5,41,27,0.6585365853658537,67.6,16.487804878048777,84.02104945287019,20.49293889094395,0.23798886413860734,0.24190564760610678,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,37,23,0.6216216216216216,39.9,10.783783783783782,53.96845634264498,14.586069281795941,0.26959738265562483,0.27301089438803705,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,35,21,0.6,22.099999999999994,6.314285714285712,34.83400256113237,9.952572160323534,0.28113731299635664,0.30202334811213094,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,32,19,0.59375,15.600000000000001,4.875,27.067367134703133,8.45855222959473,0.29786282319106283,0.30336277124085004,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,17,8,0.47058823529411764,2.299999999999999,1.3529411764705876,8.2740621136908,4.867095360994588,0.21918463066159669,0.20394999840680295,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,12,7,0.5833333333333334,29.099999999999994,24.249999999999996,34.29815849923296,28.581798749360804,0.2764628143422345,0.25637838031697446,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,10,5,0.5,6.9999999999999964,6.9999999999999964,10.753266858366096,10.753266858366096,0.30734244944555006,0.3270054761419239,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,8,4,0.5,4.299999999999997,5.3749999999999964,7.241362096461334,9.051702620576666,0.34543362167138225,0.3811332867759797,6,Phase 2: Modern ML,xgboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.5,41,25,0.6097560975609756,36.699999999999996,8.951219512195122,52.04661028045754,12.694295190355497,0.1776699106309444,0.18053975309747816,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.55,35,20,0.5714285714285714,5.399999999999997,1.542857142857142,17.711106579160504,5.060316165474429,0.21377392200379086,0.21418638258857614,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.6,29,15,0.5172413793103449,-22.5,-7.758620689655173,-13.271578587820727,-4.576406409593354,0.2545351601222411,0.274564121346321,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
YES,0.65,28,14,0.5,-32.4,-11.571428571428571,-23.913289817767247,-8.540460649202588,0.2588000883369809,0.29008665969205527,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.5,17,6,0.35294117647058826,-46.4,-27.294117647058826,-42.04799534692087,-24.734114909953455,0.19516668147143912,0.15575751943557015,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.55,13,5,0.38461538461538464,-28.8,-22.153846153846153,-25.22446593515616,-19.40343533473551,0.2343764176581663,0.23181341089239377,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.6,9,5,0.5555555555555556,11.2,12.444444444444445,14.775534064843837,16.41726007204871,0.28549525417826704,0.29099624898493476,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
NO,0.65,8,4,0.5,1.5,1.875,4.407113012212257,5.508891265265321,0.3021262362427738,0.29309306113488387,6,Phase 2: Modern ML,catboost,2023-08-11,2025-02-27,2025-03-08,2025-05-05,651,79
