fold,match_id,side,p_yes,p_no,edge_yes,edge_no,chosen_side_prob,chosen_side_edge,decimal_odds_used,fair_odds_used,is_win,profit_raw,profit_fair,stake,train_start,train_end,test_start,test_end
1,342,NO,0.3127743240571921,0.6872256759428079,-0.29410528282241477,0.2941052828224148,0.6872256759428079,0.2941052828224148,2.47,2.54375,0,-10.0,-10.0,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,350,NO,0.3374512851353711,0.662548714864629,-0.2997802184445812,0.29978021844458125,0.662548714864629,0.29978021844458125,2.67,2.7565789473684212,1,16.7,17.565789473684212,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,352,NO,0.2882970407085622,0.7117029592914378,-0.16042090800938646,0.16042090800938646,0.7117029592914378,0.16042090800938646,1.75,1.813953488372093,0,-10.0,-10.0,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,355,YES,0.6861779630253251,0.3138220369746749,0.013450690298052459,-0.013450690298052292,0.6861779630253251,0.013450690298052459,1.44,1.4864864864864866,1,4.3999999999999995,4.864864864864867,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,358,NO,0.262348237194081,0.7376517628059189,-0.42723047677487686,0.4272304767748768,0.7376517628059189,0.4272304767748768,3.11,3.2214285714285715,0,-10.0,-10.0,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,360,NO,0.10869499279459323,0.8913050072054067,-0.4612795619127859,0.46127956191278596,0.8913050072054067,0.46127956191278596,2.24,2.325443786982249,1,12.400000000000002,13.25443786982249,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,361,YES,0.6648822620454911,0.33511773795450894,0.011486477502165582,-0.011486477502165526,0.6648822620454911,0.011486477502165582,1.48,1.5304659498207887,1,4.8,5.3046594982078865,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
1,362,NO,0.32246984001896356,0.6775301599810364,-0.36847938735410485,0.36847938735410485,0.6775301599810364,0.36847938735410485,3.13,3.235714285714286,0,-10.0,-10.0,10.0,2023-08-11,2024-03-11,2024-03-13,2024-05-11
2,410,YES,0.6270635819187365,0.37293641808126354,0.016226143495091105,-0.016226143495091216,0.6270635819187365,0.016226143495091105,1.58,1.6370967741935483,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,414,NO,0.239161604848571,0.760838395151429,-0.3055954283995108,0.305595428399511,0.760838395151429,0.305595428399511,2.13,2.1966292134831464,1,11.299999999999999,11.966292134831464,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,418,NO,0.2658121751117981,0.7341878248882019,-0.3827727305485793,0.38277273054857924,0.7341878248882019,0.38277273054857924,2.75,2.8456375838926173,1,17.5,18.456375838926174,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,423,NO,0.3223224456332718,0.6776775543667282,-0.25702264252793733,0.25702264252793716,0.6776775543667282,0.25702264252793716,2.3,2.3772455089820355,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,425,YES,0.7060620523489872,0.2939379476510128,0.08562409614460764,-0.08562409614460775,0.7060620523489872,0.08562409614460764,1.56,1.611764705882353,1,5.6000000000000005,6.11764705882353,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,427,YES,0.7478690169985636,0.25213098300143644,0.17211144124098787,-0.17211144124098782,0.7478690169985636,0.17211144124098787,1.68,1.7368421052631582,1,6.799999999999999,7.368421052631582,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,431,NO,0.27115276523743637,0.7288472347625636,-0.12338817769060323,0.1233881776906034,0.7288472347625636,0.1233881776906034,1.59,1.6516393442622952,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,433,YES,0.6599770915778586,0.34002290842214145,0.02274558799790627,-0.02274558799790627,0.6599770915778586,0.02274558799790627,1.52,1.5692883895131087,1,5.2,5.692883895131087,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,434,NO,0.19434975529415552,0.8056502447058445,-0.44288174828579674,0.44288174828579674,0.8056502447058445,0.44288174828579674,2.67,2.7565789473684212,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,439,NO,0.3376790481571099,0.6623209518428901,-0.23914714831644168,0.23914714831644163,0.6623209518428901,0.23914714831644163,2.29,2.3630952380952377,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,444,YES,0.7331334995525552,0.26686650044744475,0.23962700604606169,-0.23962700604606169,0.7331334995525552,0.23962700604606169,1.95,2.026315789473684,1,9.5,10.26315789473684,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,445,YES,0.6407896108867557,0.3592103891132443,0.049310914144901075,-0.04931091414490113,0.6407896108867557,0.049310914144901075,1.63,1.690677966101695,1,6.299999999999999,6.906779661016951,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,451,YES,0.5882622392464049,0.41173776075359514,0.01250466348882917,-0.012504663488829115,0.5882622392464049,0.01250466348882917,1.68,1.7368421052631582,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,454,YES,0.8478601350620552,0.15213986493794485,0.26494556219773346,-0.26494556219773363,0.8478601350620552,0.26494556219773346,1.66,1.71551724137931,1,6.6,7.1551724137931005,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,461,NO,0.1795017891618919,0.820498210838108,-0.3166021069420043,0.3166021069420042,0.820498210838108,0.3166021069420042,1.91,1.984536082474227,1,9.1,9.84536082474227,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,463,YES,0.7154121125068389,0.2845878874931611,0.15928966352724705,-0.15928966352724705,0.7154121125068389,0.15928966352724705,1.74,1.7981651376146788,1,7.4,7.981651376146788,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,467,NO,0.3339073026624226,0.6660926973375774,-0.24077624164137484,0.24077624164137484,0.6660926973375774,0.24077624164137484,2.27,2.3511904761904763,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,468,YES,0.6691706840611713,0.3308293159388287,0.023780613139185447,-0.023780613139185502,0.6691706840611713,0.023780613139185447,1.5,1.5494505494505493,1,5.0,5.494505494505493,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,469,YES,0.8586811641119394,0.1413188358880606,0.24254424479653602,-0.24254424479653597,0.8586811641119394,0.24254424479653602,1.57,1.6230158730158732,1,5.700000000000001,6.230158730158733,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,470,NO,0.26743237941537296,0.732567620584627,-0.2761573641743707,0.27615736417437065,0.732567620584627,0.27615736417437065,2.12,2.1910112359550564,1,11.200000000000001,11.910112359550563,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,471,YES,0.6871589403681019,0.3128410596318981,0.10173180468970999,-0.10173180468970983,0.6871589403681019,0.10173180468970999,1.65,1.7081545064377686,1,6.499999999999999,7.081545064377686,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
2,479,NO,0.33242417663373763,0.6675758233662623,-0.268072101281895,0.26807210128189507,0.6675758233662623,0.26807210128189507,2.42,2.5031055900621118,0,-10.0,-10.0,10.0,2023-08-11,2024-09-01,2024-09-14,2024-11-04
3,461,NO,0.1795017891618919,0.820498210838108,-0.3166021069420043,0.3166021069420042,0.820498210838108,0.3166021069420042,1.91,1.984536082474227,1,9.1,9.84536082474227,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,463,YES,0.7154121125068389,0.2845878874931611,0.15928966352724705,-0.15928966352724705,0.7154121125068389,0.15928966352724705,1.74,1.7981651376146788,1,7.4,7.981651376146788,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,467,NO,0.3339073026624226,0.6660926973375774,-0.24077624164137484,0.24077624164137484,0.6660926973375774,0.24077624164137484,2.27,2.3511904761904763,0,-10.0,-10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,468,YES,0.6691706840611713,0.3308293159388287,0.023780613139185447,-0.023780613139185502,0.6691706840611713,0.023780613139185447,1.5,1.5494505494505493,1,5.0,5.494505494505493,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,469,YES,0.8586811641119394,0.1413188358880606,0.24254424479653602,-0.24254424479653597,0.8586811641119394,0.24254424479653602,1.57,1.6230158730158732,1,5.700000000000001,6.230158730158733,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,470,NO,0.26743237941537296,0.732567620584627,-0.2761573641743707,0.27615736417437065,0.732567620584627,0.27615736417437065,2.12,2.1910112359550564,1,11.200000000000001,11.910112359550563,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,471,YES,0.6871589403681019,0.3128410596318981,0.10173180468970999,-0.10173180468970983,0.6871589403681019,0.10173180468970999,1.65,1.7081545064377686,1,6.499999999999999,7.081545064377686,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,479,NO,0.33242417663373763,0.6675758233662623,-0.268072101281895,0.26807210128189507,0.6675758233662623,0.26807210128189507,2.42,2.5031055900621118,0,-10.0,-10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,481,YES,0.7155670014117108,0.2844329985882892,0.07186153822881292,-0.07186153822881297,0.7155670014117108,0.07186153822881292,1.5,1.5535055350553504,1,5.0,5.535055350553504,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,482,YES,0.8011228894969654,0.19887711050303458,0.1500690253283472,-0.15006902532834715,0.8011228894969654,0.1500690253283472,1.49,1.535971223021583,1,4.9,5.3597122302158295,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,485,NO,0.34610160113888055,0.6538983988611194,-0.24139839886111947,0.24139839886111947,0.6538983988611194,0.24139839886111947,2.35,2.4242424242424243,1,13.5,14.242424242424242,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,486,NO,0.24881707661486177,0.7511829233851383,-0.2884579876524904,0.2884579876524904,0.7511829233851383,0.2884579876524904,2.09,2.161111111111111,1,10.899999999999999,11.61111111111111,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,487,YES,0.6318569249930878,0.36814307500691223,0.07175462320280646,-0.0717546232028064,0.6318569249930878,0.07175462320280646,1.72,1.7853881278538812,1,7.199999999999999,7.853881278538813,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,489,YES,0.6188728791509005,0.3811271208490995,0.0324067137373667,-0.032406713737366644,0.6188728791509005,0.0324067137373667,1.65,1.7051282051282053,1,6.499999999999999,7.051282051282053,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,492,YES,0.6275811772411448,0.3724188227588552,0.05542927850696766,-0.05542927850696755,0.6275811772411448,0.05542927850696766,1.69,1.7477876106194692,1,6.8999999999999995,7.477876106194692,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,493,YES,0.8106385196678726,0.1893614803321274,0.17427488330423624,-0.17427488330423618,0.8106385196678726,0.17427488330423624,1.52,1.5714285714285714,0,-10.0,-10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,497,YES,0.6910250623525552,0.30897493764744477,0.11526748659497954,-0.11526748659497948,0.6910250623525552,0.11526748659497954,1.68,1.7368421052631582,1,6.799999999999999,7.368421052631582,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,501,YES,0.5942559983988978,0.40574400160110224,0.017429801925346156,-0.01742980192534621,0.5942559983988978,0.017429801925346156,1.68,1.7336244541484718,1,6.799999999999999,7.336244541484717,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,503,YES,0.7641528658390652,0.23584713416093483,0.26415286583906517,-0.26415286583906517,0.7641528658390652,0.26415286583906517,1.93,2.0,1,9.299999999999999,10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,508,NO,0.28914302463664543,0.7108569753633546,-0.22506886166826412,0.22506886166826412,0.7108569753633546,0.22506886166826412,1.99,2.0585106382978724,1,9.9,10.585106382978724,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,511,YES,0.7070537234692386,0.29294627653076144,0.11455372346923853,-0.11455372346923853,0.7070537234692386,0.11455372346923853,1.63,1.6877637130801686,1,6.299999999999999,6.877637130801686,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,512,YES,0.7565249043897266,0.24347509561027336,0.14038798507432326,-0.1403879850743232,0.7565249043897266,0.14038798507432326,1.57,1.6230158730158732,1,5.700000000000001,6.230158730158733,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,513,YES,0.7864018795282358,0.21359812047176419,0.20348730666391412,-0.2034873066639143,0.7864018795282358,0.20348730666391412,1.66,1.71551724137931,1,6.6,7.1551724137931005,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,514,NO,0.3462979367432847,0.6537020632567153,-0.18205257872063285,0.1820525787206328,0.6537020632567153,0.1820525787206328,2.05,2.1202185792349724,1,10.499999999999998,11.202185792349724,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,516,NO,0.17470665850980227,0.8252933414901977,-0.36770979393235714,0.36770979393235714,0.8252933414901977,0.36770979393235714,2.11,2.1853932584269664,1,11.099999999999998,11.853932584269664,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,524,NO,0.12843743850262443,0.8715625614973755,-0.41258820252301653,0.41258820252301664,0.8715625614973755,0.41258820252301664,2.11,2.1787709497206706,0,-10.0,-10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,526,YES,0.705288276971607,0.294711723028393,0.11177206749529778,-0.11177206749529778,0.705288276971607,0.11177206749529778,1.63,1.684873949579832,1,6.299999999999999,6.84873949579832,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,527,YES,0.8892110035077555,0.1107889964922445,0.17342152982354508,-0.17342152982354497,0.8892110035077555,0.17342152982354508,1.35,1.397058823529412,1,3.500000000000001,3.970588235294119,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,529,NO,0.1691309035432486,0.8308690964567513,-0.37842693707371794,0.37842693707371794,0.8308690964567513,0.37842693707371794,2.13,2.210227272727273,1,11.299999999999999,12.10227272727273,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,531,YES,0.6210168933244211,0.3789831066755789,0.06204253435006213,-0.06204253435006207,0.6210168933244211,0.06204253435006213,1.72,1.7889908256880733,1,7.199999999999999,7.889908256880734,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,532,NO,0.060658704189444454,0.9393412958105556,-0.3621261059371378,0.3621261059371379,0.9393412958105556,0.3621261059371379,1.67,1.7324561403508774,1,6.699999999999999,7.324561403508774,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,535,YES,0.7140775571341506,0.28592244286584945,0.1135812792185179,-0.1135812792185178,0.7140775571341506,0.1135812792185179,1.61,1.6652892561983474,1,6.100000000000001,6.6528925619834745,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,538,YES,0.7556347439438591,0.2443652560561409,0.13427552064288828,-0.13427552064288822,0.7556347439438591,0.13427552064288828,1.56,1.6093750000000002,1,5.6000000000000005,6.093750000000002,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,544,YES,0.7218267202192371,0.2781732797807629,0.125816745156893,-0.125816745156893,0.7218267202192371,0.125816745156893,1.62,1.6778242677824269,0,-10.0,-10.0,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,547,NO,0.13398452433115626,0.8660154756688437,-0.4210026879450586,0.4210026879450586,0.8660154756688437,0.4210026879450586,2.17,2.2471264367816093,1,11.7,12.471264367816094,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
3,548,YES,0.7165875883233369,0.2834124116766631,0.005334934395523794,-0.005334934395523738,0.7165875883233369,0.005334934395523794,1.36,1.4059701492537315,1,3.600000000000001,4.059701492537315,10.0,2023-08-11,2024-10-21,2024-10-25,2024-12-22
4,524,NO,0.12843743850262443,0.8715625614973755,-0.41258820252301653,0.41258820252301664,0.8715625614973755,0.41258820252301664,2.11,2.1787709497206706,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,526,YES,0.705288276971607,0.294711723028393,0.11177206749529778,-0.11177206749529778,0.705288276971607,0.11177206749529778,1.63,1.684873949579832,1,6.299999999999999,6.84873949579832,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,527,YES,0.8892110035077555,0.1107889964922445,0.17342152982354508,-0.17342152982354497,0.8892110035077555,0.17342152982354508,1.35,1.397058823529412,1,3.500000000000001,3.970588235294119,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,529,NO,0.1691309035432486,0.8308690964567513,-0.37842693707371794,0.37842693707371794,0.8308690964567513,0.37842693707371794,2.13,2.210227272727273,1,11.299999999999999,12.10227272727273,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,531,YES,0.6210168933244211,0.3789831066755789,0.06204253435006213,-0.06204253435006207,0.6210168933244211,0.06204253435006213,1.72,1.7889908256880733,1,7.199999999999999,7.889908256880734,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,532,NO,0.060658704189444454,0.9393412958105556,-0.3621261059371378,0.3621261059371379,0.9393412958105556,0.3621261059371379,1.67,1.7324561403508774,1,6.699999999999999,7.324561403508774,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,535,YES,0.7140775571341506,0.28592244286584945,0.1135812792185179,-0.1135812792185178,0.7140775571341506,0.1135812792185179,1.61,1.6652892561983474,1,6.100000000000001,6.6528925619834745,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,538,YES,0.7556347439438591,0.2443652560561409,0.13427552064288828,-0.13427552064288822,0.7556347439438591,0.13427552064288828,1.56,1.6093750000000002,1,5.6000000000000005,6.093750000000002,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,544,YES,0.7218267202192371,0.2781732797807629,0.125816745156893,-0.125816745156893,0.7218267202192371,0.125816745156893,1.62,1.6778242677824269,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,547,NO,0.13398452433115626,0.8660154756688437,-0.4210026879450586,0.4210026879450586,0.8660154756688437,0.4210026879450586,2.17,2.2471264367816093,1,11.7,12.471264367816094,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,548,YES,0.7165875883233369,0.2834124116766631,0.005334934395523794,-0.005334934395523738,0.7165875883233369,0.005334934395523794,1.36,1.4059701492537315,1,3.600000000000001,4.059701492537315,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,549,NO,0.2455485152037922,0.7544514847962078,-0.21818205474439442,0.21818205474439434,0.7544514847962078,0.21818205474439434,1.79,1.864734299516908,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,552,NO,0.2053332896331224,0.7946667103668776,-0.3470963778860592,0.34709637788605924,0.7946667103668776,0.34709637788605924,2.16,2.2342857142857144,1,11.600000000000001,12.342857142857145,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,554,YES,0.6301055125277206,0.3698944874722794,0.02862036401286916,-0.028620364012869104,0.6301055125277206,0.02862036401286916,1.61,1.662551440329218,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,558,NO,0.11760806787574986,0.8823919321242502,-0.31351438110384194,0.313514381103842,0.8823919321242502,0.313514381103842,1.69,1.757847533632287,1,6.8999999999999995,7.578475336322869,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,561,NO,0.2893684614988551,0.7106315385011449,-0.28278343723532207,0.2827834372353222,0.7106315385011449,0.2827834372353222,2.26,2.337278106508876,1,12.599999999999998,13.372781065088759,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,565,YES,0.6865653168137509,0.3134346831862491,0.13044286783415904,-0.13044286783415904,0.6865653168137509,0.13044286783415904,1.74,1.7981651376146788,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,568,NO,0.23329900646664153,0.7667009935333584,-0.31657311629550683,0.3165731162955068,0.7667009935333584,0.3165731162955068,2.15,2.221590909090909,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,571,NO,0.24882576433708684,0.7511742356629132,-0.3706864307848644,0.3706864307848644,0.7511742356629132,0.3706864307848644,2.54,2.628205128205128,1,15.4,16.28205128205128,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,572,YES,0.6354409106589134,0.3645590893410866,0.07533860886863208,-0.07533860886863203,0.6354409106589134,0.07533860886863208,1.72,1.7853881278538812,1,7.199999999999999,7.853881278538813,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,576,YES,0.7113254995163824,0.28867450048361765,0.1958615819906092,-0.19586158199060916,0.7113254995163824,0.1958615819906092,1.88,1.9400000000000002,1,8.799999999999999,9.400000000000002,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,577,YES,0.61131467760512,0.38868532239487996,0.07028903657947905,-0.07028903657947894,0.61131467760512,0.07028903657947905,1.79,1.8483412322274884,1,7.9,8.483412322274884,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,579,YES,0.8033166724630671,0.19668332753693285,0.16284048198687673,-0.16284048198687667,0.8033166724630671,0.16284048198687673,1.51,1.5613382899628254,1,5.1,5.613382899628254,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,581,YES,0.6358592376101971,0.36414076238980286,0.015421281405817555,-0.015421281405817666,0.6358592376101971,0.015421281405817555,1.56,1.611764705882353,1,5.6000000000000005,6.11764705882353,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,583,YES,0.7048561703197128,0.2951438296802872,0.15498404755756445,-0.15498404755756445,0.7048561703197128,0.15498404755756445,1.76,1.8186046511627907,0,-10.0,-10.0,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
4,587,NO,0.1516380173010658,0.8483619826989341,-0.4277070708601433,0.42770707086014315,0.8483619826989341,0.42770707086014315,2.3,2.3772455089820355,1,12.999999999999998,13.772455089820355,10.0,2023-08-11,2024-12-07,2024-12-08,2025-02-03
