date,home,away,btts_yes_odds,btts_no_odds,bookmaker,season
2024-10-26 16:30:00+00:00,bremen,leverkusen,1.58,2.48,pinnacle,2024-25
2024-10-27 14:30:00+00:00,vfl,bayern,1.71,2.21,pinnacle,2024-25
2024-10-27 16:30:00+00:00,union,frankfurt,1.69,2.26,pinnacle,2024-25
2024-10-27 18:30:00+00:00,1.,hoffenheim,1.51,2.7,pinnacle,2024-25
2024-11-01 19:30:00+00:00,leverkusen,stuttgart,1.46,2.86,pinnacle,2024-25
2024-11-02 14:30:00+00:00,holstein,1.,1.68,2.29,pinnacle,2024-25
2024-11-02 14:30:00+00:00,wolfsburg,augsburg,1.63,2.37,pinnacle,2024-25
2024-11-02 14:30:00+00:00,frankfurt,vfl,1.57,2.52,pinnacle,2024-25
2024-11-02 14:30:00+00:00,hoffenheim,fc,1.62,2.4,pinnacle,2024-25
2024-11-02 14:30:00+00:00,bayern,union,2.17,1.74,pinnacle,2024-25
2024-11-02 17:30:00+00:00,dortmund,leipzig,1.43,3.01,pinnacle,2024-25
2024-11-03 14:30:00+00:00,sc,mainz,1.7,2.24,pinnacle,2024-25
2024-11-03 16:30:00+00:00,monchengladbach,bremen,1.46,2.86,pinnacle,2024-25
2024-11-08 19:30:00+00:00,union,sc,2.0,1.88,pinnacle,2024-25
2024-11-09 14:30:00+00:00,vfl,leverkusen,1.69,2.23,pinnacle,2024-25
2024-11-09 14:30:00+00:00,bremen,holstein,1.61,2.42,pinnacle,2024-25
2024-11-09 14:30:00+00:00,mainz,dortmund,1.53,2.63,pinnacle,2024-25
2024-11-09 14:30:00+00:00,fc,bayern,2.14,1.75,pinnacle,2024-25
2024-11-09 17:30:00+00:00,leipzig,monchengladbach,1.51,2.69,pinnacle,2024-25
2024-11-10 14:30:00+00:00,augsburg,hoffenheim,1.6,2.45,pinnacle,2024-25
2024-11-10 16:30:00+00:00,stuttgart,frankfurt,1.54,2.59,pinnacle,2024-25
2024-11-10 18:30:00+00:00,1.,wolfsburg,1.74,2.18,pinnacle,2024-25
2024-11-22 19:30:00+00:00,bayern,augsburg,2.01,1.85,pinnacle,2024-25
2024-11-23 14:30:00+00:00,leverkusen,1.,2.05,1.81,pinnacle,2024-25
2024-11-23 14:30:00+00:00,dortmund,sc,1.69,2.25,pinnacle,2024-25
2024-11-23 14:30:00+00:00,hoffenheim,leipzig,1.49,2.76,pinnacle,2024-25
2024-11-23 14:30:00+00:00,wolfsburg,union,1.89,1.98,pinnacle,2024-25
2024-11-23 14:30:00+00:00,stuttgart,vfl,1.72,2.19,pinnacle,2024-25
2024-11-23 17:30:00+00:00,frankfurt,bremen,1.53,2.64,pinnacle,2024-25
2024-11-24 14:30:00+00:00,holstein,mainz,1.64,2.37,pinnacle,2024-25
2024-11-24 16:30:00+00:00,monchengladbach,fc,1.69,2.25,pinnacle,2024-25
2024-11-29 19:30:00+00:00,fc,holstein,1.96,1.89,pinnacle,2024-25
2024-11-30 14:30:00+00:00,augsburg,vfl,1.77,2.14,pinnacle,2024-25
2024-11-30 14:30:00+00:00,bremen,stuttgart,1.54,2.59,pinnacle,2024-25
2024-11-30 14:30:00+00:00,sc,monchengladbach,1.6,2.46,pinnacle,2024-25
2024-11-30 14:30:00+00:00,union,leverkusen,2.05,1.83,pinnacle,2024-25
2024-11-30 14:30:00+00:00,leipzig,wolfsburg,1.66,2.32,pinnacle,2024-25
2024-11-30 17:30:00+00:00,dortmund,bayern,1.56,2.53,pinnacle,2024-25
2024-12-01 14:30:00+00:00,mainz,hoffenheim,1.62,2.4,pinnacle,2024-25
2024-12-01 16:30:00+00:00,1.,frankfurt,1.62,2.39,pinnacle,2024-25
