date,home,away,home_score,away_score,btts,total_goals,season
2022-04-16,18.30  Borussia Mönchengladbach,(0-3)  1. FC Köln,1,3,1,4,2021-22
2022-04-16,FC Augsburg,(0-0)  Hertha BSC,0,1,0,1,2021-22
2022-04-16,1. FSV Mainz 05,VfB Stuttgart,0,0,0,0,2021-22
2022-04-16,SC Freiburg,(2-0)  VfL Bochum 1848,3,0,0,3,2021-22
2022-04-16,15.30  Borussia Dortmund,(5-0)  VfL Wolfsburg,6,1,1,7,2021-22
2022-04-17,15.30  Arminia Bielefeld,(0-2)  FC Bayern München,0,3,0,3,2021-22
2022-04-17,17.30  1. FC Union Berlin,(2-0)  Eintracht Frankfurt,2,0,0,2,2021-22
2022-04-17,TSG 1899 Hoffenheim,SpVgg Greuther Fürth 1903,0,0,0,0,2021-22
2022-04-17,19.30  Bayer 04 Leverkusen,(0-0)  RB Leipzig,0,1,0,1,2021-22
2022-04-22,20.30  VfL Wolfsburg,(5-0)  1. FSV Mainz 05,5,0,0,5,2021-22
2022-04-23,18.30  FC Bayern München,(2-0)  Borussia Dortmund,3,1,1,4,2021-22
2022-04-23,SpVgg Greuther Fürth 1903,(1-2)  Bayer 04 Leverkusen,1,4,1,5,2021-22
2022-04-23,1. FC Köln,(2-1)  Arminia Bielefeld,3,1,1,4,2021-22
2022-04-23,SC Freiburg,(0-2)  Borussia Mönchengladbach,3,3,1,6,2021-22
2022-04-23,Eintracht Frankfurt,(1-1)  TSG 1899 Hoffenheim,2,2,1,4,2021-22
2022-04-23,15.30  RB Leipzig,(0-0)  1. FC Union Berlin,1,2,1,3,2021-22
2022-04-24,15.30  VfL Bochum 1848,(0-2)  FC Augsburg,0,2,0,2,2021-22
2022-04-24,17.30  Hertha BSC,(1-0)  VfB Stuttgart,2,0,0,2,2021-22
2022-04-29,20.30  1. FC Union Berlin,(0-1)  SpVgg Greuther Fürth 1903,1,1,1,2,2021-22
2022-04-30,18.30  TSG 1899 Hoffenheim,(1-1)  SC Freiburg,3,4,1,7,2021-22
2022-04-30,Arminia Bielefeld,(0-0)  Hertha BSC,1,1,1,2,2021-22
2022-04-30,FC Augsburg,(0-2)  1. FC Köln,1,4,1,5,2021-22
2022-04-30,VfB Stuttgart,(0-1)  VfL Wolfsburg,1,1,1,2,2021-22
2022-04-30,15.30  Borussia Dortmund,(2-2)  VfL Bochum 1848,3,4,1,7,2021-22
2022-04-30,1. FSV Mainz 05,(2-1)  FC Bayern München,3,1,1,4,2021-22
2022-05-02,20.30  Bayer 04 Leverkusen,(1-0)  Eintracht Frankfurt,2,0,0,2,2021-22
2022-05-02,Borussia Mönchengladbach,(2-1)  RB Leipzig,3,1,1,4,2021-22
2022-05-06,20.30  VfL Bochum 1848,(1-1)  Arminia Bielefeld,2,1,1,3,2021-22
2022-05-07,15.30  SC Freiburg,(0-3)  1. FC Union Berlin,1,4,1,5,2021-22
2022-05-07,TSG 1899 Hoffenheim,(2-1)  Bayer 04 Leverkusen,2,4,1,6,2021-22
2022-05-07,1. FC Köln,(0-1)  VfL Wolfsburg,0,1,0,1,2021-22
2022-05-07,SpVgg Greuther Fürth 1903,(0-1)  Borussia Dortmund,1,3,1,4,2021-22
2022-05-07,18.30  Hertha BSC,(1-1)  1. FSV Mainz 05,1,2,1,3,2021-22
2022-05-08,19.30  RB Leipzig,(1-0)  FC Augsburg,4,0,0,4,2021-22
2022-05-08,15.30  Eintracht Frankfurt,(0-1)  Borussia Mönchengladbach,1,1,1,2,2021-22
2022-05-08,17.30  FC Bayern München,(2-1)  VfB Stuttgart,2,2,1,4,2021-22
2022-05-14,FC Augsburg,(1-1)  SpVgg Greuther Fürth 1903,2,1,1,3,2021-22
2022-05-14,1. FSV Mainz 05,(1-2)  Eintracht Frankfurt,2,2,1,4,2021-22
2022-05-14,Arminia Bielefeld,(0-0)  RB Leipzig,1,1,1,2,2021-22
2022-05-14,VfB Stuttgart,(1-0)  1. FC Köln,2,1,1,3,2021-22
2022-05-14,15.35  VfL Wolfsburg,(1-2)  FC Bayern München,2,2,1,4,2021-22
2022-05-14,1. FC Union Berlin,(2-0)  VfL Bochum 1848,3,2,1,5,2021-22
2022-05-14,Bayer 04 Leverkusen,(0-0)  SC Freiburg,2,1,1,3,2021-22
2022-05-14,15.30  Borussia Dortmund,(0-1)  Hertha BSC,2,1,1,3,2021-22
2022-05-14,Borussia Mönchengladbach,(3-1)  TSG 1899 Hoffenheim,5,1,1,6,2021-22
2022-08-05,20.35  Eintracht Frankfurt,(0-5)  FC Bayern München,1,6,1,7,2022-23
2022-08-06,18.30  Borussia Dortmund,(1-0)  Bayer 04 Leverkusen,1,0,0,1,2022-23
2022-08-06,1. FC Union Berlin,(1-0)  Hertha BSC,3,1,1,4,2022-23
2022-08-06,Borussia Mönchengladbach,(1-1)  TSG 1899 Hoffenheim,3,1,1,4,2022-23
2022-08-06,VfL Bochum 1848,(1-1)  1. FSV Mainz 05,1,2,1,3,2022-23
2022-08-06,15.30  FC Augsburg,(0-0)  SC Freiburg,0,4,0,4,2022-23
2022-08-06,VfL Wolfsburg,(1-2)  SV Werder Bremen,2,2,1,4,2022-23
2022-08-07,15.30  VfB Stuttgart,(1-1)  RB Leipzig,1,1,1,2,2022-23
2022-08-07,17.30  1. FC Köln,(0-0)  FC Schalke 04,3,1,1,4,2022-23
2022-08-12,20.30  SC Freiburg,(1-0)  Borussia Dortmund,1,3,1,4,2022-23
2022-08-13,Bayer 04 Leverkusen,(1-1)  FC Augsburg,1,2,1,3,2022-23
2022-08-13,18.30  FC Schalke 04,(1-0)  Borussia Mönchengladbach,2,2,1,4,2022-23
2022-08-13,RB Leipzig,(1-1)  1. FC Köln,2,2,1,4,2022-23
2022-08-13,TSG 1899 Hoffenheim,(2-2)  VfL Bochum 1848,3,2,1,5,2022-23
2022-08-13,Hertha BSC,(1-0)  Eintracht Frankfurt,1,1,1,2,2022-23
2022-08-13,15.30  SV Werder Bremen,(1-1)  VfB Stuttgart,2,2,1,4,2022-23
2022-08-14,15.30  1. FSV Mainz 05,1. FC Union Berlin,0,0,0,0,2022-23
2022-08-14,17.30  FC Bayern München,(2-0)  VfL Wolfsburg,2,0,0,2,2022-23
2022-08-19,20.30  Borussia Mönchengladbach,(1-0)  Hertha BSC,1,0,0,1,2022-23
2022-08-20,15.30  VfB Stuttgart,(0-1)  SC Freiburg,0,1,0,1,2022-23
2022-08-20,FC Augsburg,(1-1)  1. FSV Mainz 05,1,2,1,3,2022-23
2022-08-20,VfL Wolfsburg,FC Schalke 04,0,0,0,0,2022-23
2022-08-20,Bayer 04 Leverkusen,(0-2)  TSG 1899 Hoffenheim,0,3,0,3,2022-23
2022-08-20,Borussia Dortmund,(1-0)  SV Werder Bremen,2,3,1,5,2022-23
2022-08-20,18.30  1. FC Union Berlin,(2-0)  RB Leipzig,2,1,1,3,2022-23
2022-08-21,15.30  Eintracht Frankfurt,(0-0)  1. FC Köln,1,1,1,2,2022-23
2022-08-21,17.30  VfL Bochum 1848,(0-4)  FC Bayern München,0,7,0,7,2022-23
2022-08-26,20.30  SC Freiburg,(0-0)  VfL Bochum 1848,1,0,0,1,2022-23
2022-08-27,RB Leipzig,(1-0)  VfL Wolfsburg,2,0,0,2,2022-23
2022-08-27,1. FSV Mainz 05,(0-3)  Bayer 04 Leverkusen,0,3,0,3,2022-23
2022-08-27,18.30  FC Bayern München,(0-1)  Borussia Mönchengladbach,1,1,1,2,2022-23
2022-08-27,Hertha BSC,(0-1)  Borussia Dortmund,0,1,0,1,2022-23
2022-08-27,15.30  FC Schalke 04,(1-3)  1. FC Union Berlin,1,6,1,7,2022-23
2022-08-27,TSG 1899 Hoffenheim,(1-0)  FC Augsburg,1,0,0,1,2022-23
2022-08-28,15.30  1. FC Köln,VfB Stuttgart,0,0,0,0,2022-23
2022-08-28,17.30  SV Werder Bremen,(2-3)  Eintracht Frankfurt,3,4,1,7,2022-23
2022-09-02,20.30  Borussia Dortmund,(1-0)  TSG 1899 Hoffenheim,1,0,0,1,2022-23
2022-09-03,18.30  Eintracht Frankfurt,(2-0)  RB Leipzig,4,0,0,4,2022-23
2022-09-03,Bayer 04 Leverkusen,(1-0)  SC Freiburg,2,3,1,5,2022-23
2022-09-03,1. FC Union Berlin,(1-1)  FC Bayern München,1,1,1,2,2022-23
2022-09-03,VfL Wolfsburg,(1-3)  1. FC Köln,2,4,1,6,2022-23
2022-09-03,VfL Bochum 1848,(0-0)  SV Werder Bremen,0,2,0,2,2022-23
2022-09-03,15.30  VfB Stuttgart,(1-1)  FC Schalke 04,1,1,1,2,2022-23
2022-09-04,15.30  FC Augsburg,(0-0)  Hertha BSC,0,2,0,2,2022-23
2022-09-04,17.30  Borussia Mönchengladbach,(0-0)  1. FSV Mainz 05,0,1,0,1,2022-23
2022-09-09,20.30  SV Werder Bremen,(0-0)  FC Augsburg,0,1,0,1,2022-23
2022-09-10,FC Bayern München,(1-0)  VfB Stuttgart,2,2,1,4,2022-23
2022-09-10,RB Leipzig,(2-0)  Borussia Dortmund,3,0,0,3,2022-23
2022-09-10,18.30  FC Schalke 04,(1-0)  VfL Bochum 1848,3,1,1,4,2022-23
2022-09-10,Eintracht Frankfurt,(0-0)  VfL Wolfsburg,0,1,0,1,2022-23
2022-09-10,15.30  Hertha BSC,(0-0)  Bayer 04 Leverkusen,2,2,1,4,2022-23
2022-09-10,TSG 1899 Hoffenheim,(0-0)  1. FSV Mainz 05,4,1,1,5,2022-23
2022-09-11,15.30  1. FC Köln,(0-1)  1. FC Union Berlin,0,1,0,1,2022-23
2022-09-11,17.30  SC Freiburg,Borussia Mönchengladbach,0,0,0,0,2022-23
2022-09-16,20.30  1. FSV Mainz 05,(0-1)  Hertha BSC,1,1,1,2,2022-23
2022-09-17,15.30  VfB Stuttgart,(0-1)  Eintracht Frankfurt,1,3,1,4,2022-23
2022-09-17,FC Augsburg,(0-0)  FC Bayern München,1,0,0,1,2022-23
2022-09-17,Bayer 04 Leverkusen,(0-0)  SV Werder Bremen,1,1,1,2,2022-23
2022-09-17,Borussia Dortmund,(0-0)  FC Schalke 04,1,0,0,1,2022-23
2022-09-17,18.30  Borussia Mönchengladbach,(2-0)  RB Leipzig,3,0,0,3,2022-23
2022-09-18,19.30  TSG 1899 Hoffenheim,SC Freiburg,0,0,0,0,2022-23
2022-09-18,15.30  1. FC Union Berlin,(0-0)  VfL Wolfsburg,2,0,0,2,2022-23
2022-09-18,17.30  VfL Bochum 1848,(1-0)  1. FC Köln,1,1,1,2,2022-23
2022-09-30,20.30  FC Bayern München,(3-0)  Bayer 04 Leverkusen,4,0,0,4,2022-23
2022-10-01,15.30  VfL Wolfsburg,(2-2)  VfB Stuttgart,3,2,1,5,2022-23
2022-10-01,Eintracht Frankfurt,(2-0)  1. FC Union Berlin,2,0,0,2,2022-23
2022-10-01,1. FC Köln,(0-1)  Borussia Dortmund,3,2,1,5,2022-23
2022-10-01,SC Freiburg,(2-0)  1. FSV Mainz 05,2,1,1,3,2022-23
2022-10-01,RB Leipzig,(2-0)  VfL Bochum 1848,4,0,0,4,2022-23
2022-10-01,18.30  SV Werder Bremen,(4-0)  Borussia Mönchengladbach,5,1,1,6,2022-23
2022-10-02,15.35  Hertha BSC,(1-1)  TSG 1899 Hoffenheim,1,1,1,2,2022-23
2022-10-02,17.30  FC Schalke 04,(1-2)  FC Augsburg,2,3,1,5,2022-23
2022-10-07,20.30  TSG 1899 Hoffenheim,(1-1)  SV Werder Bremen,1,2,1,3,2022-23
2022-10-08,15.30  FC Augsburg,(0-1)  VfL Wolfsburg,1,1,1,2,2022-23
2022-10-08,VfL Bochum 1848,(0-0)  Eintracht Frankfurt,3,0,0,3,2022-23
2022-10-08,1. FSV Mainz 05,(1-0)  RB Leipzig,1,1,1,2,2022-23
2022-10-08,Bayer 04 Leverkusen,(2-0)  FC Schalke 04,4,0,0,4,2022-23
2022-10-08,18.30  Borussia Dortmund,(0-1)  FC Bayern München,2,2,1,4,2022-23
2022-10-09,15.30  Borussia Mönchengladbach,(2-1)  1. FC Köln,5,2,1,7,2022-23
2022-10-09,17.30  Hertha BSC,(1-1)  SC Freiburg,2,2,1,4,2022-23
2022-10-09,19.30  VfB Stuttgart,(0-0)  1. FC Union Berlin,0,1,0,1,2022-23
2022-10-14,20.30  FC Schalke 04,(0-2)  TSG 1899 Hoffenheim,0,3,0,3,2022-23
2022-10-15,18.30  RB Leipzig,(3-0)  Hertha BSC,3,2,1,5,2022-23
2022-10-15,Eintracht Frankfurt,(1-0)  Bayer 04 Leverkusen,5,1,1,6,2022-23
2022-10-15,VfB Stuttgart,(2-1)  VfL Bochum 1848,4,1,1,5,2022-23
2022-10-15,15.30  SV Werder Bremen,(0-1)  1. FSV Mainz 05,0,2,0,2,2022-23
2022-10-15,VfL Wolfsburg,(1-1)  Borussia Mönchengladbach,2,2,1,4,2022-23
2022-10-16,15.30  1. FC Köln,(0-1)  FC Augsburg,3,2,1,5,2022-23
2022-10-16,17.30  1. FC Union Berlin,(2-0)  Borussia Dortmund,2,0,0,2,2022-23
2022-10-16,19.30  FC Bayern München,(2-0)  SC Freiburg,5,0,0,5,2022-23
2022-10-21,20.30  1. FSV Mainz 05,(3-0)  1. FC Köln,5,0,0,5,2022-23
2022-10-22,Borussia Dortmund,(3-0)  VfB Stuttgart,5,0,0,5,2022-23
2022-10-22,18.30  Borussia Mönchengladbach,(0-3)  Eintracht Frankfurt,1,3,1,4,2022-23
2022-10-22,Bayer 04 Leverkusen,(1-1)  VfL Wolfsburg,2,2,1,4,2022-23
2022-10-22,TSG 1899 Hoffenheim,(0-2)  FC Bayern München,0,2,0,2,2022-23
2022-10-22,15.30  FC Augsburg,(1-0)  RB Leipzig,3,3,1,6,2022-23
2022-10-22,SC Freiburg,(0-0)  SV Werder Bremen,2,0,0,2,2022-23
2022-10-23,15.30  VfL Bochum 1848,(1-0)  1. FC Union Berlin,2,1,1,3,2022-23
2022-10-23,17.30  Hertha BSC,(0-0)  FC Schalke 04,2,1,1,3,2022-23
2022-10-28,20.30  SV Werder Bremen,(0-0)  Hertha BSC,1,0,0,1,2022-23
2022-10-29,FC Bayern München,(3-1)  1. FSV Mainz 05,6,2,1,8,2022-23
2022-10-29,15.30  VfB Stuttgart,(1-1)  FC Augsburg,2,1,1,3,2022-23
2022-10-29,VfL Wolfsburg,(2-0)  VfL Bochum 1848,4,0,0,4,2022-23
2022-10-29,RB Leipzig,(1-0)  Bayer 04 Leverkusen,2,0,0,2,2022-23
2022-10-29,18.30  Eintracht Frankfurt,(1-1)  Borussia Dortmund,1,2,1,3,2022-23
2022-10-30,15.30  1. FC Union Berlin,(0-1)  Borussia Mönchengladbach,2,1,1,3,2022-23
2022-10-30,17.30  FC Schalke 04,(0-1)  SC Freiburg,0,2,0,2,2022-23
2022-10-30,19.30  1. FC Köln,(1-1)  TSG 1899 Hoffenheim,1,1,1,2,2022-23
2022-11-04,20.30  Borussia Mönchengladbach,(2-1)  VfB Stuttgart,3,1,1,4,2022-23
2022-11-05,Borussia Dortmund,(3-0)  VfL Bochum 1848,3,0,0,3,2022-23
2022-11-05,18.30  SV Werder Bremen,(1-0)  FC Schalke 04,2,1,1,3,2022-23
2022-11-05,1. FSV Mainz 05,(0-1)  VfL Wolfsburg,0,3,0,3,2022-23
2022-11-05,TSG 1899 Hoffenheim,(0-1)  RB Leipzig,1,3,1,4,2022-23
2022-11-05,FC Augsburg,(1-1)  Eintracht Frankfurt,1,2,1,3,2022-23
2022-11-05,15.30  Hertha BSC,(2-3)  FC Bayern München,2,3,1,5,2022-23
2022-11-06,15.30  Bayer 04 Leverkusen,(0-0)  1. FC Union Berlin,5,0,0,5,2022-23
2022-11-06,17.30  SC Freiburg,(0-0)  1. FC Köln,2,0,0,2,2022-23
2022-11-08,18.30  VfL Wolfsburg,(1-0)  Borussia Dortmund,2,0,0,2,2022-23
2022-11-08,20.30  VfB Stuttgart,(1-1)  Hertha BSC,2,1,1,3,2022-23
2022-11-08,VfL Bochum 1848,(2-0)  Borussia Mönchengladbach,2,1,1,3,2022-23
2022-11-08,FC Bayern München,(4-1)  SV Werder Bremen,6,1,1,7,2022-23
2022-11-09,18.30  1. FC Köln,(1-0)  Bayer 04 Leverkusen,1,2,1,3,2022-23
2022-11-09,20.30  FC Schalke 04,(1-0)  1. FSV Mainz 05,1,0,0,1,2022-23
2022-11-09,Eintracht Frankfurt,(3-1)  TSG 1899 Hoffenheim,4,2,1,6,2022-23
2022-11-09,1. FC Union Berlin,(2-2)  FC Augsburg,2,2,1,4,2022-23
2022-11-09,RB Leipzig,(0-0)  SC Freiburg,3,1,1,4,2022-23
2022-11-11,20.30  Borussia Mönchengladbach,(3-2)  Borussia Dortmund,4,2,1,6,2022-23
2022-11-12,18.30  FC Schalke 04,(0-1)  FC Bayern München,0,2,0,2,2022-23
2022-11-12,TSG 1899 Hoffenheim,(1-1)  VfL Wolfsburg,1,2,1,3,2022-23
2022-11-12,Bayer 04 Leverkusen,(1-0)  VfB Stuttgart,2,0,0,2,2022-23
2022-11-12,Hertha BSC,(1-0)  1. FC Köln,2,0,0,2,2022-23
2022-11-12,15.30  SV Werder Bremen,(0-1)  RB Leipzig,1,2,1,3,2022-23
2022-11-12,FC Augsburg,(0-0)  VfL Bochum 1848,0,1,0,1,2022-23
2022-11-13,15.30  1. FSV Mainz 05,(1-0)  Eintracht Frankfurt,1,1,1,2,2022-23
2022-11-13,17.30  SC Freiburg,(4-0)  1. FC Union Berlin,4,1,1,5,2022-23
2023-01-20,20.30  RB Leipzig,(0-1)  FC Bayern München,1,1,1,2,2022-23
2023-01-21,18.30  1. FC Köln,(5-1)  SV Werder Bremen,7,1,1,8,2022-23
2023-01-21,1. FC Union Berlin,(0-1)  TSG 1899 Hoffenheim,3,1,1,4,2022-23
2023-01-21,Eintracht Frankfurt,(1-0)  FC Schalke 04,3,0,0,3,2022-23
2023-01-21,VfL Bochum 1848,(2-0)  Hertha BSC,3,1,1,4,2022-23
2023-01-21,15.30  VfB Stuttgart,(1-1)  1. FSV Mainz 05,1,1,1,2,2022-23
2023-01-21,VfL Wolfsburg,(3-0)  SC Freiburg,6,0,0,6,2022-23
2023-01-22,15.30  Borussia Dortmund,(2-2)  FC Augsburg,4,3,1,7,2022-23
2023-01-22,17.30  Borussia Mönchengladbach,(0-2)  Bayer 04 Leverkusen,2,3,1,5,2022-23
2023-01-24,18.30  FC Schalke 04,(0-4)  RB Leipzig,1,6,1,7,2022-23
2023-01-24,20.30  Hertha BSC,(0-3)  VfL Wolfsburg,0,5,0,5,2022-23
2023-01-24,TSG 1899 Hoffenheim,(1-1)  VfB Stuttgart,2,2,1,4,2022-23
2023-01-24,FC Bayern München,(0-1)  1. FC Köln,1,1,1,2,2022-23
2023-01-25,Bayer 04 Leverkusen,(1-0)  VfL Bochum 1848,2,0,0,2,2022-23
2023-01-25,SC Freiburg,(0-1)  Eintracht Frankfurt,1,1,1,2,2022-23
2023-01-25,18.30  1. FSV Mainz 05,(1-1)  Borussia Dortmund,1,2,1,3,2022-23
2023-01-25,20.30  SV Werder Bremen,(1-1)  1. FC Union Berlin,1,2,1,3,2022-23
2023-01-25,FC Augsburg,(0-0)  Borussia Mönchengladbach,1,0,0,1,2022-23
2023-01-27,20.30  RB Leipzig,(1-0)  VfB Stuttgart,2,1,1,3,2022-23
2023-01-28,15.30  SV Werder Bremen,(1-0)  VfL Wolfsburg,2,1,1,3,2022-23
2023-01-28,Hertha BSC,(0-1)  1. FC Union Berlin,0,2,0,2,2022-23
2023-01-28,TSG 1899 Hoffenheim,(0-2)  Borussia Mönchengladbach,1,4,1,5,2022-23
2023-01-28,1. FSV Mainz 05,(3-0)  VfL Bochum 1848,5,2,1,7,2022-23
2023-01-28,SC Freiburg,(2-1)  FC Augsburg,3,1,1,4,2022-23
2023-01-28,18.30  FC Bayern München,(1-0)  Eintracht Frankfurt,1,1,1,2,2022-23
2023-01-29,15.30  FC Schalke 04,1. FC Köln,0,0,0,0,2022-23
2023-01-29,17.30  Bayer 04 Leverkusen,(0-1)  Borussia Dortmund,0,2,0,2,2022-23
2023-02-03,20.30  FC Augsburg,(0-0)  Bayer 04 Leverkusen,1,0,0,1,2022-23
2023-02-04,Borussia Dortmund,(1-1)  SC Freiburg,5,1,1,6,2022-23
2023-02-04,1. FC Union Berlin,(1-0)  1. FSV Mainz 05,2,1,1,3,2022-23
2023-02-04,18.30  Borussia Mönchengladbach,FC Schalke 04,0,0,0,0,2022-23
2023-02-04,Eintracht Frankfurt,(2-0)  Hertha BSC,3,0,0,3,2022-23
2023-02-04,15.30  VfL Bochum 1848,(3-0)  TSG 1899 Hoffenheim,5,2,1,7,2022-23
2023-02-04,1. FC Köln,RB Leipzig,0,0,0,0,2022-23
2023-02-05,15.30  VfB Stuttgart,(0-0)  SV Werder Bremen,0,2,0,2,2022-23
2023-02-05,17.30  VfL Wolfsburg,(1-3)  FC Bayern München,2,4,1,6,2022-23
2023-02-10,20.30  FC Schalke 04,VfL Wolfsburg,0,0,0,0,2022-23
2023-02-11,18.30  RB Leipzig,(1-0)  1. FC Union Berlin,1,2,1,3,2022-23
2023-02-11,SC Freiburg,(0-1)  VfB Stuttgart,2,1,1,3,2022-23
2023-02-11,FC Bayern München,(1-0)  VfL Bochum 1848,3,0,0,3,2022-23
2023-02-11,TSG 1899 Hoffenheim,(0-1)  Bayer 04 Leverkusen,1,3,1,4,2022-23
2023-02-11,15.30  SV Werder Bremen,(0-0)  Borussia Dortmund,0,2,0,2,2022-23
2023-02-11,1. FSV Mainz 05,(2-1)  FC Augsburg,3,1,1,4,2022-23
2023-02-12,15.30  Hertha BSC,(1-1)  Borussia Mönchengladbach,4,1,1,5,2022-23
2023-02-12,17.30  1. FC Köln,(0-0)  Eintracht Frankfurt,3,0,0,3,2022-23
2023-02-17,20.30  FC Augsburg,(0-0)  TSG 1899 Hoffenheim,1,0,0,1,2022-23
2023-02-18,18.30  Eintracht Frankfurt,(1-0)  SV Werder Bremen,2,0,0,2,2022-23
2023-02-18,15.30  VfL Bochum 1848,(0-1)  SC Freiburg,0,2,0,2,2022-23
2023-02-18,VfL Wolfsburg,(0-1)  RB Leipzig,0,3,0,3,2022-23
2023-02-18,Borussia Mönchengladbach,(1-1)  FC Bayern München,3,2,1,5,2022-23
2023-02-18,VfB Stuttgart,(1-0)  1. FC Köln,3,0,0,3,2022-23
2023-02-19,19.30  Bayer 04 Leverkusen,(1-2)  1. FSV Mainz 05,2,3,1,5,2022-23
2023-02-19,17.30  Borussia Dortmund,(2-0)  Hertha BSC,4,1,1,5,2022-23
2023-02-19,15.30  1. FC Union Berlin,FC Schalke 04,0,0,0,0,2022-23
2023-02-24,20.30  1. FSV Mainz 05,(1-0)  Borussia Mönchengladbach,4,0,0,4,2022-23
2023-02-25,15.30  SV Werder Bremen,(2-0)  VfL Bochum 1848,3,0,0,3,2022-23
2023-02-25,Hertha BSC,(0-0)  FC Augsburg,2,0,0,2,2022-23
2023-02-25,TSG 1899 Hoffenheim,(0-1)  Borussia Dortmund,0,1,0,1,2022-23
2023-02-25,1. FC Köln,(0-1)  VfL Wolfsburg,0,2,0,2,2022-23
2023-02-25,RB Leipzig,(2-0)  Eintracht Frankfurt,2,1,1,3,2022-23
2023-02-25,18.30  FC Schalke 04,(2-0)  VfB Stuttgart,2,1,1,3,2022-23
2023-02-26,17.30  FC Bayern München,(3-0)  1. FC Union Berlin,3,0,0,3,2022-23
2023-02-26,15.30  SC Freiburg,(1-0)  Bayer 04 Leverkusen,1,1,1,2,2022-23
2023-03-03,20.30  Borussia Dortmund,(2-0)  RB Leipzig,2,1,1,3,2022-23
2023-03-04,15.30  FC Augsburg,(1-1)  SV Werder Bremen,2,1,1,3,2022-23
2023-03-04,VfL Bochum 1848,(0-1)  FC Schalke 04,0,2,0,2,2022-23
2023-03-04,Borussia Mönchengladbach,SC Freiburg,0,0,0,0,2022-23
2023-03-04,1. FSV Mainz 05,(1-0)  TSG 1899 Hoffenheim,1,0,0,1,2022-23
2023-03-04,1. FC Union Berlin,1. FC Köln,0,0,0,0,2022-23
2023-03-04,18.30  VfB Stuttgart,(0-1)  FC Bayern München,1,2,1,3,2022-23
2023-03-05,17.30  VfL Wolfsburg,(2-2)  Eintracht Frankfurt,2,2,1,4,2022-23
2023-03-05,15.30  Bayer 04 Leverkusen,(2-0)  Hertha BSC,4,1,1,5,2022-23
2023-03-10,20.30  1. FC Köln,(0-1)  VfL Bochum 1848,0,2,0,2,2022-23
2023-03-11,15.30  Hertha BSC,(1-0)  1. FSV Mainz 05,1,1,1,2,2022-23
2023-03-11,Eintracht Frankfurt,(0-0)  VfB Stuttgart,1,1,1,2,2022-23
2023-03-11,RB Leipzig,(0-0)  Borussia Mönchengladbach,3,0,0,3,2022-23
2023-03-11,FC Bayern München,(4-1)  FC Augsburg,5,3,1,8,2022-23
2023-03-11,18.30  FC Schalke 04,(0-1)  Borussia Dortmund,2,2,1,4,2022-23
2023-03-12,19.30  VfL Wolfsburg,(0-0)  1. FC Union Berlin,1,1,1,2,2022-23
2023-03-12,15.30  SC Freiburg,(1-0)  TSG 1899 Hoffenheim,2,1,1,3,2022-23
2023-03-12,17.30  SV Werder Bremen,(1-1)  Bayer 04 Leverkusen,2,3,1,5,2022-23
2023-03-17,20.30  Borussia Mönchengladbach,(0-0)  SV Werder Bremen,2,2,1,4,2022-23
2023-03-18,15.30  VfB Stuttgart,(0-0)  VfL Wolfsburg,0,1,0,1,2022-23
2023-03-18,FC Augsburg,(0-0)  FC Schalke 04,1,1,1,2,2022-23
2023-03-18,VfL Bochum 1848,(0-0)  RB Leipzig,1,0,0,1,2022-23
2023-03-18,TSG 1899 Hoffenheim,(2-0)  Hertha BSC,3,1,1,4,2022-23
2023-03-18,18.30  Borussia Dortmund,(4-1)  1. FC Köln,6,1,1,7,2022-23
2023-03-19,17.30  Bayer 04 Leverkusen,(0-1)  FC Bayern München,2,1,1,3,2022-23
2023-03-19,15.30  1. FC Union Berlin,(0-0)  Eintracht Frankfurt,2,0,0,2,2022-23
2023-03-19,19.30  1. FSV Mainz 05,(0-0)  SC Freiburg,1,1,1,2,2022-23
2023-03-31,20.30  Eintracht Frankfurt,(1-1)  VfL Bochum 1848,1,1,1,2,2022-23
2023-04-01,15.30  FC Schalke 04,(0-0)  Bayer 04 Leverkusen,0,3,0,3,2022-23
2023-04-01,VfL Wolfsburg,(0-2)  FC Augsburg,2,2,1,4,2022-23
2023-04-01,SC Freiburg,(0-0)  Hertha BSC,1,1,1,2,2022-23
2023-04-01,1. FC Union Berlin,(0-0)  VfB Stuttgart,3,0,0,3,2022-23
2023-04-01,RB Leipzig,(0-1)  1. FSV Mainz 05,0,3,0,3,2022-23
2023-04-01,18.30  FC Bayern München,(3-0)  Borussia Dortmund,4,2,1,6,2022-23
2023-04-02,15.30  1. FC Köln,Borussia Mönchengladbach,0,0,0,0,2022-23
2023-04-02,17.30  SV Werder Bremen,(0-0)  TSG 1899 Hoffenheim,1,2,1,3,2022-23
2023-04-08,18.30  Hertha BSC,(0-1)  RB Leipzig,0,1,0,1,2022-23
2023-04-08,Borussia Dortmund,(1-0)  1. FC Union Berlin,2,1,1,3,2022-23
2023-04-08,Bayer 04 Leverkusen,(2-0)  Eintracht Frankfurt,3,1,1,4,2022-23
2023-04-08,1. FSV Mainz 05,(0-0)  SV Werder Bremen,2,2,1,4,2022-23
2023-04-08,15.30  FC Augsburg,(1-2)  1. FC Köln,1,3,1,4,2022-23
2023-04-08,SC Freiburg,(0-0)  FC Bayern München,0,1,0,1,2022-23
2023-04-09,15.30  Borussia Mönchengladbach,(1-0)  VfL Wolfsburg,2,0,0,2,2022-23
