date,home,away,home_score,away_score,btts,total_goals,season
2021-05-09,15.30  Eintracht Frankfurt,(0-1)  1. FSV Mainz 05,1,1,1,2,2020-21
2021-05-09,18.00  Hertha BSC,Arminia Bielefeld,0,0,0,0,2020-21
2021-05-12,18.00  FC Schalke 04,(1-1)  Hertha BSC,1,2,1,3,2020-21
2021-05-15,FC Augsburg,(0-0)  SV Werder Bremen,2,0,0,2,2020-21
2021-05-15,SC Freiburg,(1-1)  FC Bayern München,2,2,1,4,2020-21
2021-05-15,Bayer 04 Leverkusen,(1-0)  1. FC Union Berlin,1,1,1,2,2020-21
2021-05-15,Arminia Bielefeld,(1-1)  TSG 1899 Hoffenheim,1,1,1,2,2020-21
2021-05-15,Hertha BSC,1. FC Köln,0,0,0,0,2020-21
2021-05-15,15.30  FC Schalke 04,(1-1)  Eintracht Frankfurt,4,3,1,7,2020-21
2021-05-15,Borussia Mönchengladbach,(1-0)  VfB Stuttgart,1,2,1,3,2020-21
2021-05-16,18.00  1. FSV Mainz 05,(0-2)  Borussia Dortmund,1,3,1,4,2020-21
2021-05-16,20.30  RB Leipzig,(0-2)  VfL Wolfsburg,2,2,1,4,2020-21
2021-05-22,VfL Wolfsburg,(0-1)  1. FSV Mainz 05,2,3,1,5,2020-21
2021-05-22,15.35  FC Bayern München,(4-0)  FC Augsburg,5,2,1,7,2020-21
2021-05-22,1. FC Union Berlin,(0-0)  RB Leipzig,2,1,1,3,2020-21
2021-05-22,SV Werder Bremen,(0-1)  Borussia Mönchengladbach,2,4,1,6,2020-21
2021-05-22,TSG 1899 Hoffenheim,(0-1)  Hertha BSC,2,1,1,3,2020-21
2021-05-22,Borussia Dortmund,(1-0)  Bayer 04 Leverkusen,3,1,1,4,2020-21
2021-05-22,15.30  1. FC Köln,(0-0)  FC Schalke 04,1,0,0,1,2020-21
2021-05-22,VfB Stuttgart,(0-0)  Arminia Bielefeld,0,2,0,2,2020-21
2021-05-22,Eintracht Frankfurt,(0-0)  SC Freiburg,3,1,1,4,2020-21
2021-08-13,20.30  Borussia Mönchengladbach,(1-1)  FC Bayern München,1,1,1,2,2021-22
2021-08-14,15.30  VfL Wolfsburg,(1-0)  VfL Bochum 1848,1,0,0,1,2021-22
2021-08-14,1. FC Union Berlin,(1-1)  Bayer 04 Leverkusen,1,1,1,2,2021-22
2021-08-14,VfB Stuttgart,(2-0)  SpVgg Greuther Fürth 1903,5,1,1,6,2021-22
2021-08-14,FC Augsburg,(0-1)  TSG 1899 Hoffenheim,0,4,0,4,2021-22
2021-08-14,Arminia Bielefeld,SC Freiburg,0,0,0,0,2021-22
2021-08-14,18.30  Borussia Dortmund,(3-1)  Eintracht Frankfurt,5,2,1,7,2021-22
2021-08-15,17.30  1. FC Köln,(1-1)  Hertha BSC,3,1,1,4,2021-22
2021-08-15,15.30  1. FSV Mainz 05,(1-0)  RB Leipzig,1,0,0,1,2021-22
2021-08-20,20.30  RB Leipzig,(1-0)  VfB Stuttgart,4,0,0,4,2021-22
2021-08-21,15.30  Eintracht Frankfurt,FC Augsburg,0,0,0,0,2021-22
2021-08-21,SC Freiburg,(1-0)  Borussia Dortmund,2,1,1,3,2021-22
2021-08-21,VfL Bochum 1848,(1-0)  1. FSV Mainz 05,2,0,0,2,2021-22
2021-08-21,SpVgg Greuther Fürth 1903,(0-1)  Arminia Bielefeld,1,1,1,2,2021-22
2021-08-21,15.35  Hertha BSC,(0-0)  VfL Wolfsburg,1,2,1,3,2021-22
2021-08-21,18.30  Bayer 04 Leverkusen,(2-0)  Borussia Mönchengladbach,4,0,0,4,2021-22
2021-08-22,17.30  FC Bayern München,(0-0)  1. FC Köln,3,2,1,5,2021-22
2021-08-22,15.30  TSG 1899 Hoffenheim,(2-1)  1. FC Union Berlin,2,2,1,4,2021-22
2021-08-27,20.30  Borussia Dortmund,(0-0)  TSG 1899 Hoffenheim,3,2,1,5,2021-22
2021-08-28,15.30  VfB Stuttgart,(2-3)  SC Freiburg,2,3,1,5,2021-22
2021-08-28,1. FSV Mainz 05,(2-0)  SpVgg Greuther Fürth 1903,3,0,0,3,2021-22
2021-08-28,FC Augsburg,(1-2)  Bayer 04 Leverkusen,1,4,1,5,2021-22
2021-08-28,Arminia Bielefeld,(0-1)  Eintracht Frankfurt,1,1,1,2,2021-22
2021-08-28,1. FC Köln,(0-0)  VfL Bochum 1848,2,1,1,3,2021-22
2021-08-28,18.30  FC Bayern München,(2-0)  Hertha BSC,5,0,0,5,2021-22
2021-08-29,15.30  1. FC Union Berlin,(2-0)  Borussia Mönchengladbach,2,1,1,3,2021-22
2021-08-29,17.30  VfL Wolfsburg,(0-0)  RB Leipzig,1,0,0,1,2021-22
2021-09-11,15.30  Bayer 04 Leverkusen,(2-1)  Borussia Dortmund,3,4,1,7,2021-22
2021-09-11,1. FC Union Berlin,FC Augsburg,0,0,0,0,2021-22
2021-09-11,SC Freiburg,(0-1)  1. FC Köln,1,1,1,2,2021-22
2021-09-11,TSG 1899 Hoffenheim,(0-1)  1. FSV Mainz 05,0,2,0,2,2021-22
2021-09-11,SpVgg Greuther Fürth 1903,(0-1)  VfL Wolfsburg,0,2,0,2,2021-22
2021-09-11,18.30  RB Leipzig,(0-1)  FC Bayern München,1,4,1,5,2021-22
2021-09-12,17.30  VfL Bochum 1848,(0-2)  Hertha BSC,1,3,1,4,2021-22
2021-09-12,19.30  Borussia Mönchengladbach,(1-1)  Arminia Bielefeld,3,1,1,4,2021-22
2021-09-12,15.30  Eintracht Frankfurt,(0-0)  VfB Stuttgart,1,1,1,2,2021-22
2021-09-17,20.30  Hertha BSC,(0-0)  SpVgg Greuther Fürth 1903,2,1,1,3,2021-22
2021-09-18,15.30  FC Bayern München,(4-0)  VfL Bochum 1848,7,0,0,7,2021-22
2021-09-18,1. FSV Mainz 05,SC Freiburg,0,0,0,0,2021-22
2021-09-18,FC Augsburg,(0-0)  Borussia Mönchengladbach,1,0,0,1,2021-22
2021-09-18,Arminia Bielefeld,TSG 1899 Hoffenheim,0,0,0,0,2021-22
2021-09-18,18.30  1. FC Köln,(0-0)  RB Leipzig,1,1,1,2,2021-22
2021-09-19,19.30  VfL Wolfsburg,(0-1)  Eintracht Frankfurt,1,1,1,2,2021-22
2021-09-19,17.30  Borussia Dortmund,(2-0)  1. FC Union Berlin,4,2,1,6,2021-22
2021-09-19,15.30  VfB Stuttgart,(1-2)  Bayer 04 Leverkusen,1,3,1,4,2021-22
2021-09-24,20.30  SpVgg Greuther Fürth 1903,(0-2)  FC Bayern München,1,3,1,4,2021-22
2021-09-25,15.30  RB Leipzig,(3-0)  Hertha BSC,6,0,0,6,2021-22
2021-09-25,Eintracht Frankfurt,(1-1)  1. FC Köln,1,1,1,2,2021-22
2021-09-25,Bayer 04 Leverkusen,(0-0)  1. FSV Mainz 05,1,0,0,1,2021-22
2021-09-25,1. FC Union Berlin,(0-0)  Arminia Bielefeld,1,0,0,1,2021-22
2021-09-25,TSG 1899 Hoffenheim,(1-1)  VfL Wolfsburg,3,1,1,4,2021-22
2021-09-25,18.30  Borussia Mönchengladbach,(1-0)  Borussia Dortmund,1,0,0,1,2021-22
2021-09-26,17.30  SC Freiburg,(3-0)  FC Augsburg,3,0,0,3,2021-22
2021-09-26,15.30  VfL Bochum 1848,VfB Stuttgart,0,0,0,0,2021-22
2021-10-01,20.30  1. FC Köln,(0-1)  SpVgg Greuther Fürth 1903,3,1,1,4,2021-22
2021-10-02,15.30  Borussia Dortmund,(1-1)  FC Augsburg,2,1,1,3,2021-22
2021-10-02,VfL Wolfsburg,(1-2)  Borussia Mönchengladbach,1,3,1,4,2021-22
2021-10-02,VfB Stuttgart,(1-0)  TSG 1899 Hoffenheim,3,1,1,4,2021-22
2021-10-02,Hertha BSC,(0-1)  SC Freiburg,1,2,1,3,2021-22
2021-10-02,18.30  RB Leipzig,(0-0)  VfL Bochum 1848,3,0,0,3,2021-22
2021-10-03,15.30  1. FSV Mainz 05,(1-0)  1. FC Union Berlin,1,2,1,3,2021-22
2021-10-03,17.30  FC Bayern München,(1-1)  Eintracht Frankfurt,1,2,1,3,2021-22
2021-10-03,19.30  Arminia Bielefeld,(0-2)  Bayer 04 Leverkusen,0,4,0,4,2021-22
2021-10-15,20.30  TSG 1899 Hoffenheim,(1-0)  1. FC Köln,5,0,0,5,2021-22
2021-10-16,15.30  Borussia Dortmund,(1-0)  1. FSV Mainz 05,3,1,1,4,2021-22
2021-10-16,Eintracht Frankfurt,(0-1)  Hertha BSC,1,2,1,3,2021-22
2021-10-16,1. FC Union Berlin,(0-0)  VfL Wolfsburg,2,0,0,2,2021-22
2021-10-16,SC Freiburg,(0-1)  RB Leipzig,1,1,1,2,2021-22
2021-10-16,SpVgg Greuther Fürth 1903,(0-0)  VfL Bochum 1848,0,1,0,1,2021-22
2021-10-16,18.30  Borussia Mönchengladbach,(1-1)  VfB Stuttgart,1,1,1,2,2021-22
2021-10-17,15.30  Bayer 04 Leverkusen,(0-5)  FC Bayern München,1,5,1,6,2021-22
2021-10-17,17.30  FC Augsburg,(1-0)  Arminia Bielefeld,1,1,1,2,2021-22
2021-10-22,20.30  1. FSV Mainz 05,(3-0)  FC Augsburg,4,1,1,5,2021-22
2021-10-23,15.30  FC Bayern München,(2-0)  TSG 1899 Hoffenheim,4,0,0,4,2021-22
2021-10-23,RB Leipzig,(0-1)  SpVgg Greuther Fürth 1903,4,1,1,5,2021-22
2021-10-23,VfL Wolfsburg,(0-1)  SC Freiburg,0,2,0,2,2021-22
2021-10-23,Arminia Bielefeld,(0-2)  Borussia Dortmund,1,3,1,4,2021-22
2021-10-23,18.30  Hertha BSC,(1-0)  Borussia Mönchengladbach,1,0,0,1,2021-22
2021-10-24,15.30  1. FC Köln,(0-2)  Bayer 04 Leverkusen,2,2,1,4,2021-22
2021-10-24,17.30  VfB Stuttgart,(0-1)  1. FC Union Berlin,1,1,1,2,2021-22
2021-10-24,19.30  VfL Bochum 1848,(1-0)  Eintracht Frankfurt,2,0,0,2,2021-22
2021-10-29,20.30  TSG 1899 Hoffenheim,(2-0)  Hertha BSC,2,0,0,2,2021-22
2021-10-30,18.30  Eintracht Frankfurt,(0-1)  RB Leipzig,1,1,1,2,2021-22
2021-10-30,Arminia Bielefeld,(1-1)  1. FSV Mainz 05,1,2,1,3,2021-22
2021-10-30,SC Freiburg,(2-0)  SpVgg Greuther Fürth 1903,3,1,1,4,2021-22
2021-10-30,15.30  Borussia Dortmund,(1-0)  1. FC Köln,2,0,0,2,2021-22
2021-10-30,Bayer 04 Leverkusen,(0-0)  VfL Wolfsburg,0,2,0,2,2021-22
2021-10-30,1. FC Union Berlin,(1-3)  FC Bayern München,2,5,1,7,2021-22
2021-10-31,15.30  FC Augsburg,(1-1)  VfB Stuttgart,4,1,1,5,2021-22
2021-10-31,17.30  Borussia Mönchengladbach,(2-0)  VfL Bochum 1848,2,1,1,3,2021-22
2021-11-05,20.30  1. FSV Mainz 05,(0-1)  Borussia Mönchengladbach,1,1,1,2,2021-22
2021-11-06,18.30  RB Leipzig,(1-0)  Borussia Dortmund,2,1,1,3,2021-22
2021-11-06,VfL Bochum 1848,(0-0)  TSG 1899 Hoffenheim,2,0,0,2,2021-22
2021-11-06,VfL Wolfsburg,(1-0)  FC Augsburg,1,0,0,1,2021-22
2021-11-06,15.30  FC Bayern München,(1-0)  SC Freiburg,2,1,1,3,2021-22
2021-11-06,VfB Stuttgart,(0-1)  Arminia Bielefeld,0,1,0,1,2021-22
2021-11-07,15.30  Hertha BSC,(1-0)  Bayer 04 Leverkusen,1,1,1,2,2021-22
2021-11-07,17.30  1. FC Köln,(1-2)  1. FC Union Berlin,2,2,1,4,2021-22
2021-11-07,19.30  SpVgg Greuther Fürth 1903,(0-0)  Eintracht Frankfurt,1,2,1,3,2021-22
2021-11-19,20.30  FC Augsburg,(2-1)  FC Bayern München,2,1,1,3,2021-22
2021-11-20,Borussia Mönchengladbach,(3-0)  SpVgg Greuther Fürth 1903,4,0,0,4,2021-22
2021-11-20,15.30  Borussia Dortmund,(0-0)  VfB Stuttgart,2,1,1,3,2021-22
2021-11-20,Bayer 04 Leverkusen,(1-0)  VfL Bochum 1848,1,0,0,1,2021-22
2021-11-20,TSG 1899 Hoffenheim,(1-0)  RB Leipzig,2,0,0,2,2021-22
2021-11-20,Arminia Bielefeld,(1-0)  VfL Wolfsburg,2,2,1,4,2021-22
2021-11-20,18.30  1. FC Union Berlin,(2-0)  Hertha BSC,2,0,0,2,2021-22
2021-11-21,15.30  SC Freiburg,(0-2)  Eintracht Frankfurt,0,2,0,2,2021-22
2021-11-21,17.30  1. FSV Mainz 05,(1-0)  1. FC Köln,1,1,1,2,2021-22
2021-11-26,20.30  VfB Stuttgart,(1-1)  1. FSV Mainz 05,2,1,1,3,2021-22
2021-11-27,SpVgg Greuther Fürth 1903,(1-2)  TSG 1899 Hoffenheim,3,6,1,9,2021-22
2021-11-27,18.30  FC Bayern München,(0-0)  Arminia Bielefeld,1,0,0,1,2021-22
2021-11-27,VfL Bochum 1848,(0-0)  SC Freiburg,2,1,1,3,2021-22
2021-11-27,15.30  VfL Wolfsburg,(1-1)  Borussia Dortmund,1,3,1,4,2021-22
2021-11-27,Hertha BSC,(1-0)  FC Augsburg,1,1,1,2,2021-22
2021-11-27,1. FC Köln,(0-0)  Borussia Mönchengladbach,4,1,1,5,2021-22
2021-11-28,15.30  Eintracht Frankfurt,(1-0)  1. FC Union Berlin,2,1,1,3,2021-22
2021-11-28,17.30  RB Leipzig,(0-2)  Bayer 04 Leverkusen,1,3,1,4,2021-22
2021-12-03,20.30  1. FC Union Berlin,(1-1)  RB Leipzig,2,1,1,3,2021-22
2021-12-04,15.30  Bayer 04 Leverkusen,(3-1)  SpVgg Greuther Fürth 1903,7,1,1,8,2021-22
2021-12-04,TSG 1899 Hoffenheim,(2-1)  Eintracht Frankfurt,3,2,1,5,2021-22
2021-12-04,1. FSV Mainz 05,(2-0)  VfL Wolfsburg,3,0,0,3,2021-22
2021-12-04,Arminia Bielefeld,(0-1)  1. FC Köln,1,1,1,2,2021-22
2021-12-04,18.30  Borussia Dortmund,(1-2)  FC Bayern München,2,3,1,5,2021-22
2021-12-04,FC Augsburg,(0-3)  VfL Bochum 1848,2,3,1,5,2021-22
2021-12-05,15.30  VfB Stuttgart,(2-1)  Hertha BSC,2,2,1,4,2021-22
2021-12-05,17.30  Borussia Mönchengladbach,(0-6)  SC Freiburg,0,6,0,6,2021-22
2021-12-10,20.30  1. FC Köln,(0-0)  FC Augsburg,0,2,0,2,2021-22
2021-12-11,Hertha BSC,(0-0)  Arminia Bielefeld,2,0,0,2,2021-22
2021-12-11,VfL Bochum 1848,(1-0)  Borussia Dortmund,1,1,1,2,2021-22
2021-12-11,18.30  VfL Wolfsburg,(0-1)  VfB Stuttgart,0,2,0,2,2021-22
2021-12-11,SC Freiburg,(1-1)  TSG 1899 Hoffenheim,1,2,1,3,2021-22
2021-12-11,15.30  FC Bayern München,(0-1)  1. FSV Mainz 05,2,1,1,3,2021-22
2021-12-11,RB Leipzig,(2-0)  Borussia Mönchengladbach,4,1,1,5,2021-22
2021-12-12,15.30  SpVgg Greuther Fürth 1903,(0-0)  1. FC Union Berlin,1,0,0,1,2021-22
2021-12-12,17.30  Eintracht Frankfurt,(2-2)  Bayer 04 Leverkusen,5,2,1,7,2021-22
2021-12-14,18.30  VfB Stuttgart,(0-1)  FC Bayern München,0,5,0,5,2021-22
2021-12-14,20.30  VfL Wolfsburg,(1-1)  1. FC Köln,2,3,1,5,2021-22
2021-12-14,1. FSV Mainz 05,(2-0)  Hertha BSC,4,0,0,4,2021-22
2021-12-14,Arminia Bielefeld,(0-0)  VfL Bochum 1848,2,0,0,2,2021-22
2021-12-15,18.30  Borussia Mönchengladbach,(1-1)  Eintracht Frankfurt,2,3,1,5,2021-22
2021-12-15,20.30  Borussia Dortmund,(1-0)  SpVgg Greuther Fürth 1903,3,0,0,3,2021-22
2021-12-15,Bayer 04 Leverkusen,(1-0)  TSG 1899 Hoffenheim,2,2,1,4,2021-22
2021-12-15,1. FC Union Berlin,SC Freiburg,0,0,0,0,2021-22
2021-12-15,FC Augsburg,(0-1)  RB Leipzig,1,1,1,2,2021-22
2021-12-17,20.30  FC Bayern München,(1-0)  VfL Wolfsburg,4,0,0,4,2021-22
2021-12-18,SpVgg Greuther Fürth 1903,FC Augsburg,0,0,0,0,2021-22
2021-12-18,18.30  Hertha BSC,(0-1)  Borussia Dortmund,3,2,1,5,2021-22
2021-12-18,VfL Bochum 1848,(0-1)  1. FC Union Berlin,0,1,0,1,2021-22
2021-12-18,Eintracht Frankfurt,(1-0)  1. FSV Mainz 05,1,0,0,1,2021-22
2021-12-18,15.30  RB Leipzig,(0-0)  Arminia Bielefeld,0,2,0,2,2021-22
2021-12-18,TSG 1899 Hoffenheim,(0-1)  Borussia Mönchengladbach,1,1,1,2,2021-22
2021-12-19,15.30  SC Freiburg,(1-1)  Bayer 04 Leverkusen,2,1,1,3,2021-22
2021-12-19,17.30  1. FC Köln,(0-0)  VfB Stuttgart,1,0,0,1,2021-22
2022-01-07,20.30  FC Bayern München,(1-2)  Borussia Mönchengladbach,1,2,1,3,2021-22
2022-01-08,18.30  Eintracht Frankfurt,(2-0)  Borussia Dortmund,2,3,1,5,2021-22
2022-01-08,SpVgg Greuther Fürth 1903,VfB Stuttgart,0,0,0,0,2021-22
2022-01-08,TSG 1899 Hoffenheim,(2-1)  FC Augsburg,3,1,1,4,2021-22
2022-01-08,SC Freiburg,(1-0)  Arminia Bielefeld,2,2,1,4,2021-22
2022-01-08,Bayer 04 Leverkusen,(1-1)  1. FC Union Berlin,2,2,1,4,2021-22
2022-01-08,15.30  RB Leipzig,(1-0)  1. FSV Mainz 05,4,1,1,5,2021-22
2022-01-09,15.30  Hertha BSC,(0-2)  1. FC Köln,1,3,1,4,2021-22
2022-01-09,17.30  VfL Bochum 1848,(0-0)  VfL Wolfsburg,1,0,0,1,2021-22
2022-01-14,20.30  Borussia Dortmund,(3-0)  SC Freiburg,5,1,1,6,2021-22
2022-01-15,18.30  Borussia Mönchengladbach,(0-0)  Bayer 04 Leverkusen,1,2,1,3,2021-22
2022-01-15,1. FC Köln,(0-2)  FC Bayern München,0,4,0,4,2021-22
2022-01-15,1. FSV Mainz 05,(0-0)  VfL Bochum 1848,1,0,0,1,2021-22
2022-01-15,VfB Stuttgart,(0-1)  RB Leipzig,0,2,0,2,2021-22
2022-01-15,1. FC Union Berlin,(1-1)  TSG 1899 Hoffenheim,2,1,1,3,2021-22
2022-01-15,15.30  VfL Wolfsburg,Hertha BSC,0,0,0,0,2021-22
2022-01-16,15.30  FC Augsburg,(1-1)  Eintracht Frankfurt,1,1,1,2,2021-22
2022-01-16,17.30  Arminia Bielefeld,(1-1)  SpVgg Greuther Fürth 1903,2,2,1,4,2021-22
2022-01-21,20.30  Eintracht Frankfurt,(0-2)  Arminia Bielefeld,0,2,0,2,2021-22
2022-01-22,15.30  Bayer 04 Leverkusen,(2-0)  FC Augsburg,5,1,1,6,2021-22
2022-01-22,Borussia Mönchengladbach,(1-1)  1. FC Union Berlin,1,2,1,3,2021-22
2022-01-22,SC Freiburg,(1-0)  VfB Stuttgart,2,0,0,2,2021-22
2022-01-22,TSG 1899 Hoffenheim,(1-1)  Borussia Dortmund,2,3,1,5,2021-22
2022-01-22,SpVgg Greuther Fürth 1903,(1-0)  1. FSV Mainz 05,2,1,1,3,2021-22
2022-01-22,18.30  VfL Bochum 1848,(1-2)  1. FC Köln,2,2,1,4,2021-22
2022-01-23,15.30  RB Leipzig,(0-0)  VfL Wolfsburg,2,0,0,2,2021-22
2022-01-23,17.30  Hertha BSC,(0-2)  FC Bayern München,1,4,1,5,2021-22
2022-02-04,20.30  Hertha BSC,(1-0)  VfL Bochum 1848,1,1,1,2,2021-22
2022-02-05,1. FC Köln,(1-0)  SC Freiburg,1,0,0,1,2021-22
2022-02-05,Arminia Bielefeld,(1-1)  Borussia Mönchengladbach,1,1,1,2,2021-22
2022-02-05,18.30  FC Bayern München,(2-1)  RB Leipzig,3,2,1,5,2021-22
2022-02-05,1. FSV Mainz 05,(0-0)  TSG 1899 Hoffenheim,2,0,0,2,2021-22
2022-02-05,FC Augsburg,(1-0)  1. FC Union Berlin,2,0,0,2,2021-22
2022-02-05,15.30  VfB Stuttgart,(1-1)  Eintracht Frankfurt,2,3,1,5,2021-22
2022-02-06,15.30  Borussia Dortmund,(1-3)  Bayer 04 Leverkusen,2,5,1,7,2021-22
2022-02-06,17.30  VfL Wolfsburg,(1-1)  SpVgg Greuther Fürth 1903,4,1,1,5,2021-22
2022-02-11,20.30  RB Leipzig,(1-0)  1. FC Köln,3,1,1,4,2021-22
2022-02-12,18.30  Bayer 04 Leverkusen,(1-0)  VfB Stuttgart,4,2,1,6,2021-22
2022-02-12,VfL Bochum 1848,(4-1)  FC Bayern München,4,2,1,6,2021-22
2022-02-12,SpVgg Greuther Fürth 1903,(1-0)  Hertha BSC,2,1,1,3,2021-22
2022-02-12,Borussia Mönchengladbach,(1-0)  FC Augsburg,3,2,1,5,2021-22
2022-02-12,15.30  Eintracht Frankfurt,(0-1)  VfL Wolfsburg,0,2,0,2,2021-22
2022-02-12,SC Freiburg,(0-1)  1. FSV Mainz 05,1,1,1,2,2021-22
2022-02-13,15.30  1. FC Union Berlin,(0-2)  Borussia Dortmund,0,3,0,3,2021-22
2022-02-13,17.30  TSG 1899 Hoffenheim,(1-0)  Arminia Bielefeld,2,0,0,2,2021-22
2022-02-18,20.30  1. FSV Mainz 05,(0-1)  Bayer 04 Leverkusen,3,2,1,5,2021-22
2022-02-19,18.30  1. FC Köln,(0-0)  Eintracht Frankfurt,1,0,0,1,2021-22
2022-02-19,15.30  VfL Wolfsburg,(1-0)  TSG 1899 Hoffenheim,1,2,1,3,2021-22
2022-02-19,VfB Stuttgart,(0-0)  VfL Bochum 1848,1,1,1,2,2021-22
2022-02-19,FC Augsburg,(1-2)  SC Freiburg,1,2,1,3,2021-22
2022-02-19,Arminia Bielefeld,(0-0)  1. FC Union Berlin,1,0,0,1,2021-22
2022-02-20,19.30  Hertha BSC,(0-1)  RB Leipzig,1,6,1,7,2021-22
2022-02-20,15.30  FC Bayern München,(0-1)  SpVgg Greuther Fürth 1903,4,1,1,5,2021-22
2022-02-20,17.30  Borussia Dortmund,(2-0)  Borussia Mönchengladbach,6,0,0,6,2021-22
2022-02-25,20.30  TSG 1899 Hoffenheim,(0-0)  VfB Stuttgart,2,1,1,3,2021-22
2022-02-26,15.30  Bayer 04 Leverkusen,(1-0)  Arminia Bielefeld,3,0,0,3,2021-22
2022-02-26,1. FC Union Berlin,(1-0)  1. FSV Mainz 05,3,1,1,4,2021-22
2022-02-26,Borussia Mönchengladbach,(1-2)  VfL Wolfsburg,2,2,1,4,2021-22
2022-02-26,SC Freiburg,(1-0)  Hertha BSC,3,0,0,3,2021-22
2022-02-26,SpVgg Greuther Fürth 1903,(0-0)  1. FC Köln,1,1,1,2,2021-22
2022-02-26,18.30  Eintracht Frankfurt,(0-0)  FC Bayern München,0,1,0,1,2021-22
2022-02-27,17.30  FC Augsburg,(0-1)  Borussia Dortmund,1,1,1,2,2021-22
2022-02-27,15.30  VfL Bochum 1848,(0-0)  RB Leipzig,0,1,0,1,2021-22
2022-03-04,20.30  Arminia Bielefeld,(0-0)  FC Augsburg,0,1,0,1,2021-22
2022-03-05,15.30  FC Bayern München,(1-1)  Bayer 04 Leverkusen,1,1,1,2,2021-22
2022-03-05,RB Leipzig,(0-1)  SC Freiburg,1,1,1,2,2021-22
2022-03-05,VfL Wolfsburg,(1-0)  1. FC Union Berlin,1,0,0,1,2021-22
2022-03-05,Hertha BSC,(0-1)  Eintracht Frankfurt,1,4,1,5,2021-22
2022-03-05,VfL Bochum 1848,(1-0)  SpVgg Greuther Fürth 1903,2,1,1,3,2021-22
2022-03-05,18.30  VfB Stuttgart,(1-2)  Borussia Mönchengladbach,3,2,1,5,2021-22
2022-03-06,17.30  1. FC Köln,(0-0)  TSG 1899 Hoffenheim,0,1,0,1,2021-22
2022-03-12,18.30  Borussia Mönchengladbach,(1-0)  Hertha BSC,2,0,0,2,2021-22
2022-03-12,TSG 1899 Hoffenheim,(1-1)  FC Bayern München,1,1,1,2,2021-22
2022-03-12,15.30  1. FC Union Berlin,(1-0)  VfB Stuttgart,1,1,1,2,2021-22
2022-03-12,SC Freiburg,(2-0)  VfL Wolfsburg,3,2,1,5,2021-22
2022-03-13,15.30  Bayer 04 Leverkusen,(0-0)  1. FC Köln,0,1,0,1,2021-22
2022-03-13,17.30  Borussia Dortmund,(1-0)  Arminia Bielefeld,1,0,0,1,2021-22
2022-03-13,Eintracht Frankfurt,(0-1)  VfL Bochum 1848,2,1,1,3,2021-22
2022-03-13,19.30  SpVgg Greuther Fürth 1903,(1-4)  RB Leipzig,1,6,1,7,2021-22
2022-03-16,18.30  1. FSV Mainz 05,(0-0)  Borussia Dortmund,0,1,0,1,2021-22
2022-03-18,20.30  VfL Bochum 1848,(0-0)  Borussia Mönchengladbach,0,2,0,2,2021-22
2022-03-19,18.30  FC Bayern München,(3-0)  1. FC Union Berlin,4,0,0,4,2021-22
2022-03-19,SpVgg Greuther Fürth 1903,SC Freiburg,0,0,0,0,2021-22
2022-03-19,Hertha BSC,(1-0)  TSG 1899 Hoffenheim,3,0,0,3,2021-22
2022-03-19,1. FSV Mainz 05,(1-0)  Arminia Bielefeld,4,0,0,4,2021-22
2022-03-19,15.30  VfB Stuttgart,(1-2)  FC Augsburg,3,2,1,5,2021-22
2022-03-20,15.30  RB Leipzig,Eintracht Frankfurt,0,0,0,0,2021-22
2022-03-20,17.30  VfL Wolfsburg,(0-0)  Bayer 04 Leverkusen,0,2,0,2,2021-22
2022-03-20,19.30  1. FC Köln,(1-1)  Borussia Dortmund,1,1,1,2,2021-22
2022-04-01,20.30  1. FC Union Berlin,(0-0)  1. FC Köln,1,0,0,1,2021-22
2022-04-02,18.30  Borussia Dortmund,(0-2)  RB Leipzig,1,4,1,5,2021-22
2022-04-02,Arminia Bielefeld,(0-1)  VfB Stuttgart,1,1,1,2,2021-22
2022-04-02,TSG 1899 Hoffenheim,(0-1)  VfL Bochum 1848,1,2,1,3,2021-22
2022-04-02,SC Freiburg,(0-0)  FC Bayern München,1,4,1,5,2021-22
2022-04-02,Bayer 04 Leverkusen,(2-1)  Hertha BSC,2,1,1,3,2021-22
2022-04-02,15.30  Eintracht Frankfurt,SpVgg Greuther Fürth 1903,0,0,0,0,2021-22
2022-04-03,15.30  FC Augsburg,(1-0)  VfL Wolfsburg,3,0,0,3,2021-22
2022-04-03,17.30  Borussia Mönchengladbach,(1-0)  1. FSV Mainz 05,1,1,1,2,2021-22
2022-04-06,18.30  FC Augsburg,(1-0)  1. FSV Mainz 05,2,1,1,3,2021-22
2022-04-08,20.30  VfB Stuttgart,(0-1)  Borussia Dortmund,0,2,0,2,2021-22
2022-04-09,18.30  Hertha BSC,(0-1)  1. FC Union Berlin,1,4,1,5,2021-22
2022-04-09,SpVgg Greuther Fürth 1903,(0-2)  Borussia Mönchengladbach,0,2,0,2,2021-22
2022-04-09,1. FC Köln,(0-1)  1. FSV Mainz 05,3,2,1,5,2021-22
2022-04-09,VfL Wolfsburg,(2-0)  Arminia Bielefeld,4,0,0,4,2021-22
2022-04-09,15.30  FC Bayern München,(0-0)  FC Augsburg,1,0,0,1,2021-22
2022-04-10,15.30  VfL Bochum 1848,Bayer 04 Leverkusen,0,0,0,0,2021-22
2022-04-10,17.30  Eintracht Frankfurt,(0-1)  SC Freiburg,1,2,1,3,2021-22
2022-04-10,19.30  RB Leipzig,(3-0)  TSG 1899 Hoffenheim,3,0,0,3,2021-22
