date,home,away,home_score,away_score,btts,total_goals,season
2021-04-17,18.00  US Sassuolo Calcio,(0-1)  ACF Fiorentina,3,1,1,4,2020-21
2021-04-17,20.45  Cagliari Calcio,(1-2)  Parma Calcio 1913,4,3,1,7,2020-21
2021-04-18,18.00  Torino FC,(0-1)  AS Roma,3,1,1,4,2020-21
2021-04-18,20.45  SSC Napoli,(1-0)  FC Internazionale Milano,1,1,1,2,2020-21
2021-04-18,Bologna FC 1909,(2-1)  Spezia Calcio,4,1,1,5,2020-21
2021-04-18,Atalanta BC,(0-0)  Juventus FC,1,0,0,1,2020-21
2021-04-18,15.00  SS Lazio,(3-1)  Benevento Calcio,5,3,1,8,2020-21
2021-04-18,12.30  AC Milan,(1-1)  Genoa CFC,2,1,1,3,2020-21
2021-04-20,20.45  Hellas Verona FC,(0-1)  ACF Fiorentina,1,2,1,3,2020-21
2021-04-21,18.30  AC Milan,(1-0)  US Sassuolo Calcio,1,2,1,3,2020-21
2021-04-21,20.45  Juventus FC,(1-1)  Parma Calcio 1913,3,1,1,4,2020-21
2021-04-21,Udinese Calcio,(0-0)  Cagliari Calcio,0,1,0,1,2020-21
2021-04-21,Bologna FC 1909,(1-0)  Torino FC,1,1,1,2,2020-21
2021-04-21,Genoa CFC,(2-2)  Benevento Calcio,2,2,1,4,2020-21
2021-04-21,Spezia Calcio,(1-1)  FC Internazionale Milano,1,1,1,2,2020-21
2021-04-21,FC Crotone,(0-0)  UC Sampdoria,0,1,0,1,2020-21
2021-04-22,20.45  SSC Napoli,(2-0)  SS Lazio,5,2,1,7,2020-21
2021-04-22,18.30  AS Roma,(0-1)  Atalanta BC,1,1,1,2,2020-21
2021-04-24,15.00  Genoa CFC,(0-0)  Spezia Calcio,2,0,0,2,2020-21
2021-04-24,18.00  Parma Calcio 1913,(1-3)  FC Crotone,3,4,1,7,2020-21
2021-04-24,20.45  US Sassuolo Calcio,(0-0)  UC Sampdoria,1,0,0,1,2020-21
2021-04-25,12.30  Benevento Calcio,(1-2)  Udinese Calcio,2,4,1,6,2020-21
2021-04-25,15.00  FC Internazionale Milano,(0-0)  Hellas Verona FC,1,0,0,1,2020-21
2021-04-25,ACF Fiorentina,(1-0)  Juventus FC,1,1,1,2,2020-21
2021-04-25,18.00  Cagliari Calcio,(1-1)  AS Roma,3,2,1,5,2020-21
2021-04-25,20.45  Atalanta BC,(2-0)  Bologna FC 1909,5,0,0,5,2020-21
2021-04-26,20.45  SS Lazio,(1-0)  AC Milan,3,0,0,3,2020-21
2021-04-26,18.30  Torino FC,(0-2)  SSC Napoli,0,2,0,2,2020-21
2021-05-01,15.00  Hellas Verona FC,(0-0)  Spezia Calcio,1,1,1,2,2020-21
2021-05-01,18.00  FC Crotone,(0-0)  FC Internazionale Milano,0,2,0,2,2020-21
2021-05-01,20.45  AC Milan,(1-0)  Benevento Calcio,2,0,0,2,2020-21
2021-05-02,12.30  SS Lazio,(2-0)  Genoa CFC,4,3,1,7,2020-21
2021-05-02,15.00  SSC Napoli,(1-0)  Cagliari Calcio,1,1,1,2,2020-21
2021-05-02,Bologna FC 1909,(1-1)  ACF Fiorentina,3,3,1,6,2020-21
2021-05-02,US Sassuolo Calcio,(0-1)  Atalanta BC,1,1,1,2,2020-21
2021-05-02,18.00  Udinese Calcio,(1-0)  Juventus FC,1,2,1,3,2020-21
2021-05-02,20.45  UC Sampdoria,(1-0)  AS Roma,2,0,0,2,2020-21
2021-05-03,20.45  Torino FC,(0-0)  Parma Calcio 1913,1,0,0,1,2020-21
2021-05-08,20.45  ACF Fiorentina,(1-0)  SS Lazio,2,0,0,2,2020-21
2021-05-08,18.05  FC Internazionale Milano,(3-1)  UC Sampdoria,5,1,1,6,2020-21
2021-05-08,15.00  Udinese Calcio,(1-0)  Bologna FC 1909,1,1,1,2,2020-21
2021-05-08,Spezia Calcio,(0-3)  SSC Napoli,1,4,1,5,2020-21
2021-05-09,12.30  Genoa CFC,(0-1)  US Sassuolo Calcio,1,2,1,3,2020-21
2021-05-09,15.00  Parma Calcio 1913,(0-1)  Atalanta BC,2,5,1,7,2020-21
2021-05-09,Hellas Verona FC,(0-0)  Torino FC,1,1,1,2,2020-21
2021-05-09,Benevento Calcio,(1-1)  Cagliari Calcio,1,3,1,4,2020-21
2021-05-09,18.00  AS Roma,(0-0)  FC Crotone,5,0,0,5,2020-21
2021-05-09,20.45  Juventus FC,(0-1)  AC Milan,0,3,0,3,2020-21
2021-05-11,20.45  SSC Napoli,(2-1)  Udinese Calcio,5,1,1,6,2020-21
2021-05-12,Bologna FC 1909,(0-1)  Genoa CFC,0,2,0,2,2020-21
2021-05-12,20.50  FC Internazionale Milano,(2-1)  AS Roma,3,1,1,4,2020-21
2021-05-12,US Sassuolo Calcio,(0-2)  Juventus FC,1,3,1,4,2020-21
2021-05-12,Torino FC,(0-2)  AC Milan,0,7,0,7,2020-21
2021-05-12,18.30  Cagliari Calcio,ACF Fiorentina,0,0,0,0,2020-21
2021-05-12,Atalanta BC,(1-0)  Benevento Calcio,2,0,0,2,2020-21
2021-05-12,20.45  SS Lazio,(0-0)  Parma Calcio 1913,1,0,0,1,2020-21
2021-05-12,UC Sampdoria,(1-1)  Spezia Calcio,2,2,1,4,2020-21
2021-05-13,20.45  FC Crotone,(1-0)  Hellas Verona FC,2,1,1,3,2020-21
2021-05-15,15.00  Genoa CFC,(0-3)  Atalanta BC,3,4,1,7,2020-21
2021-05-15,Spezia Calcio,(2-0)  Torino FC,4,1,1,5,2020-21
2021-05-15,18.00  Juventus FC,(2-1)  FC Internazionale Milano,3,2,1,5,2020-21
2021-05-15,20.45  AS Roma,(1-0)  SS Lazio,2,0,0,2,2020-21
2021-05-16,20.45  AC Milan,Cagliari Calcio,0,0,0,0,2020-21
2021-05-16,18.00  Parma Calcio 1913,(1-1)  US Sassuolo Calcio,1,3,1,4,2020-21
2021-05-16,12.35  ACF Fiorentina,(0-0)  SSC Napoli,0,2,0,2,2020-21
2021-05-16,15.00  Udinese Calcio,(0-0)  UC Sampdoria,0,1,0,1,2020-21
2021-05-16,Benevento Calcio,(1-0)  FC Crotone,1,1,1,2,2020-21
2021-05-17,20.45  Hellas Verona FC,(1-1)  Bologna FC 1909,2,2,1,4,2020-21
2021-05-18,20.30  SS Lazio,Torino FC,0,0,0,0,2020-21
2021-05-22,Cagliari Calcio,(0-1)  Genoa CFC,0,1,0,1,2020-21
2021-05-22,20.45  UC Sampdoria,(2-0)  Parma Calcio 1913,3,0,0,3,2020-21
2021-05-22,FC Crotone,ACF Fiorentina,0,0,0,0,2020-21
2021-05-23,Bologna FC 1909,(0-3)  Juventus FC,1,4,1,5,2020-21
2021-05-23,US Sassuolo Calcio,(1-0)  SS Lazio,2,0,0,2,2020-21
2021-05-23,Torino FC,(1-0)  Benevento Calcio,1,1,1,2,2020-21
2021-05-23,Spezia Calcio,(2-0)  AS Roma,2,2,1,4,2020-21
2021-05-23,20.45  SSC Napoli,(0-0)  Hellas Verona FC,1,1,1,2,2020-21
2021-05-23,15.00  FC Internazionale Milano,(2-0)  Udinese Calcio,5,1,1,6,2020-21
2021-05-23,Atalanta BC,(0-1)  AC Milan,0,2,0,2,2020-21
2021-08-21,18.30  FC Internazionale Milano,(2-0)  Genoa CFC,4,0,0,4,2021-22
2021-08-21,Hellas Verona FC,(0-1)  US Sassuolo Calcio,2,3,1,5,2021-22
2021-08-21,20.45  Torino FC,(0-1)  Atalanta BC,1,2,1,3,2021-22
2021-08-21,Empoli FC,(1-3)  SS Lazio,1,3,1,4,2021-22
2021-08-22,18.30  Udinese Calcio,(0-2)  Juventus FC,2,2,1,4,2021-22
2021-08-22,Bologna FC 1909,(0-0)  US Salernitana 1919,3,2,1,5,2021-22
2021-08-22,20.45  AS Roma,(1-0)  ACF Fiorentina,3,1,1,4,2021-22
2021-08-22,SSC Napoli,(0-0)  Venezia FC,2,0,0,2,2021-22
2021-08-23,18.30  Cagliari Calcio,(0-1)  Spezia Calcio,2,2,1,4,2021-22
2021-08-23,20.45  UC Sampdoria,(0-1)  AC Milan,0,1,0,1,2021-22
2021-08-27,20.45  Hellas Verona FC,(1-0)  FC Internazionale Milano,1,3,1,4,2021-22
2021-08-27,18.30  Udinese Calcio,(1-0)  Venezia FC,3,0,0,3,2021-22
2021-08-28,18.30  SS Lazio,(3-1)  Spezia Calcio,6,1,1,7,2021-22
2021-08-28,Atalanta BC,Bologna FC 1909,0,0,0,0,2021-22
2021-08-28,20.45  Juventus FC,(0-1)  Empoli FC,0,1,0,1,2021-22
2021-08-28,ACF Fiorentina,(1-0)  Torino FC,2,1,1,3,2021-22
2021-08-29,18.30  US Sassuolo Calcio,UC Sampdoria,0,0,0,0,2021-22
2021-08-29,Genoa CFC,(0-1)  SSC Napoli,1,2,1,3,2021-22
2021-08-29,20.45  US Salernitana 1919,(0-0)  AS Roma,0,4,0,4,2021-22
2021-08-29,AC Milan,(4-1)  Cagliari Calcio,4,1,1,5,2021-22
2021-09-11,20.45  Atalanta BC,(0-1)  ACF Fiorentina,1,2,1,3,2021-22
2021-09-11,18.00  SSC Napoli,(0-1)  Juventus FC,2,1,1,3,2021-22
2021-09-11,15.00  Empoli FC,(0-1)  Venezia FC,1,2,1,3,2021-22
2021-09-12,12.30  UC Sampdoria,(1-2)  FC Internazionale Milano,2,2,1,4,2021-22
2021-09-12,15.00  Torino FC,(1-0)  US Salernitana 1919,4,0,0,4,2021-22
2021-09-12,Spezia Calcio,(0-0)  Udinese Calcio,0,1,0,1,2021-22
2021-09-12,Cagliari Calcio,(1-0)  Genoa CFC,2,3,1,5,2021-22
2021-09-12,18.00  AC Milan,(1-0)  SS Lazio,2,0,0,2,2021-22
2021-09-12,20.45  AS Roma,(1-0)  US Sassuolo Calcio,2,1,1,3,2021-22
2021-09-13,20.45  Bologna FC 1909,(0-0)  Hellas Verona FC,1,0,0,1,2021-22
2021-09-17,20.45  US Sassuolo Calcio,(0-0)  Torino FC,0,1,0,1,2021-22
2021-09-18,20.45  US Salernitana 1919,(0-0)  Atalanta BC,0,1,0,1,2021-22
2021-09-18,18.00  FC Internazionale Milano,(3-0)  Bologna FC 1909,6,1,1,7,2021-22
2021-09-18,15.00  Genoa CFC,(0-0)  ACF Fiorentina,1,2,1,3,2021-22
2021-09-19,12.30  Empoli FC,(0-1)  UC Sampdoria,0,3,0,3,2021-22
2021-09-19,15.00  Venezia FC,(0-1)  Spezia Calcio,1,2,1,3,2021-22
2021-09-19,18.00  SS Lazio,(1-0)  Cagliari Calcio,2,2,1,4,2021-22
2021-09-19,Hellas Verona FC,(0-1)  AS Roma,3,2,1,5,2021-22
2021-09-19,20.45  Juventus FC,(1-0)  AC Milan,1,1,1,2,2021-22
2021-09-20,20.45  Udinese Calcio,(0-2)  SSC Napoli,0,4,0,4,2021-22
2021-09-21,18.30  Bologna FC 1909,(0-0)  Genoa CFC,2,2,1,4,2021-22
2021-09-21,20.45  ACF Fiorentina,(1-0)  FC Internazionale Milano,1,3,1,4,2021-22
2021-09-21,Atalanta BC,(2-1)  US Sassuolo Calcio,2,1,1,3,2021-22
2021-09-22,Cagliari Calcio,(0-1)  Empoli FC,0,2,0,2,2021-22
2021-09-22,20.45  AC Milan,(0-0)  Venezia FC,2,0,0,2,2021-22
2021-09-22,18.30  Spezia Calcio,(1-1)  Juventus FC,2,3,1,5,2021-22
2021-09-22,US Salernitana 1919,(1-2)  Hellas Verona FC,2,2,1,4,2021-22
2021-09-23,18.30  Torino FC,(0-0)  SS Lazio,1,1,1,2,2021-22
2021-09-23,UC Sampdoria,(0-2)  SSC Napoli,0,4,0,4,2021-22
2021-09-23,20.45  AS Roma,(1-0)  Udinese Calcio,1,0,0,1,2021-22
2021-09-25,15.00  Spezia Calcio,(0-0)  AC Milan,1,2,1,3,2021-22
2021-09-25,18.00  FC Internazionale Milano,(1-2)  Atalanta BC,2,2,1,4,2021-22
2021-09-25,20.45  Genoa CFC,(0-1)  Hellas Verona FC,3,3,1,6,2021-22
2021-09-26,20.45  SSC Napoli,(1-0)  Cagliari Calcio,2,0,0,2,2021-22
2021-09-26,18.00  SS Lazio,(2-1)  AS Roma,3,2,1,5,2021-22
2021-09-26,US Sassuolo Calcio,(0-0)  US Salernitana 1919,1,0,0,1,2021-22
2021-09-26,15.00  Empoli FC,(2-1)  Bologna FC 1909,4,2,1,6,2021-22
2021-09-26,12.30  Juventus FC,(2-1)  UC Sampdoria,3,2,1,5,2021-22
2021-09-26,Udinese Calcio,(0-1)  ACF Fiorentina,0,1,0,1,2021-22
2021-09-27,20.45  Venezia FC,(0-0)  Torino FC,1,1,1,2,2021-22
2021-10-01,20.45  Cagliari Calcio,(1-0)  Venezia FC,1,1,1,2,2021-22
2021-10-02,15.05  US Salernitana 1919,(0-0)  Genoa CFC,1,0,0,1,2021-22
2021-10-02,18.00  Torino FC,(0-0)  Juventus FC,0,1,0,1,2021-22
2021-10-02,20.45  US Sassuolo Calcio,(1-0)  FC Internazionale Milano,1,2,1,3,2021-22
2021-10-03,20.45  Atalanta BC,(0-2)  AC Milan,2,3,1,5,2021-22
2021-10-03,18.05  ACF Fiorentina,(1-1)  SSC Napoli,1,2,1,3,2021-22
2021-10-03,18.00  AS Roma,(1-0)  Empoli FC,2,0,0,2,2021-22
2021-10-03,15.00  UC Sampdoria,(1-2)  Udinese Calcio,3,3,1,6,2021-22
2021-10-03,12.30  Bologna FC 1909,(2-0)  SS Lazio,3,0,0,3,2021-22
2021-10-03,Hellas Verona FC,(3-0)  Spezia Calcio,4,0,0,4,2021-22
2021-10-16,15.00  Spezia Calcio,(0-1)  US Salernitana 1919,2,1,1,3,2021-22
2021-10-16,18.00  SS Lazio,(0-1)  FC Internazionale Milano,3,1,1,4,2021-22
2021-10-16,20.50  AC Milan,(0-2)  Hellas Verona FC,3,2,1,5,2021-22
2021-10-17,18.05  SSC Napoli,(0-0)  Torino FC,1,0,0,1,2021-22
2021-10-17,Empoli FC,(1-2)  Atalanta BC,1,4,1,5,2021-22
2021-10-17,20.45  Juventus FC,(1-0)  AS Roma,1,0,0,1,2021-22
2021-10-17,15.00  Udinese Calcio,(0-0)  Bologna FC 1909,1,1,1,2,2021-22
2021-10-17,12.30  Cagliari Calcio,(1-0)  UC Sampdoria,3,1,1,4,2021-22
2021-10-17,Genoa CFC,(1-2)  US Sassuolo Calcio,2,2,1,4,2021-22
2021-10-18,20.45  Venezia FC,(1-0)  ACF Fiorentina,1,0,0,1,2021-22
2021-10-22,18.35  Torino FC,(2-0)  Genoa CFC,3,2,1,5,2021-22
2021-10-22,20.45  UC Sampdoria,(2-0)  Spezia Calcio,2,1,1,3,2021-22
2021-10-23,15.00  US Salernitana 1919,(0-4)  Empoli FC,2,4,1,6,2021-22
2021-10-23,18.00  US Sassuolo Calcio,(1-1)  Venezia FC,3,1,1,4,2021-22
2021-10-23,20.45  Bologna FC 1909,(0-2)  AC Milan,2,4,1,6,2021-22
2021-10-24,20.50  FC Internazionale Milano,(1-0)  Juventus FC,1,1,1,2,2021-22
2021-10-24,12.30  Atalanta BC,(0-0)  Udinese Calcio,1,1,1,2,2021-22
2021-10-24,15.00  Hellas Verona FC,(2-0)  SS Lazio,4,1,1,5,2021-22
2021-10-24,ACF Fiorentina,(2-0)  Cagliari Calcio,3,0,0,3,2021-22
2021-10-24,18.00  AS Roma,SSC Napoli,0,0,0,0,2021-22
2021-10-26,20.45  AC Milan,(1-0)  Torino FC,1,0,0,1,2021-22
2021-10-26,18.30  Venezia FC,(1-0)  US Salernitana 1919,1,2,1,3,2021-22
2021-10-26,Spezia Calcio,(0-0)  Genoa CFC,1,1,1,2,2021-22
2021-10-27,18.30  Udinese Calcio,(1-0)  Hellas Verona FC,1,1,1,2,2021-22
2021-10-27,Juventus FC,(0-1)  US Sassuolo Calcio,1,2,1,3,2021-22
2021-10-27,18.35  UC Sampdoria,(1-2)  Atalanta BC,1,3,1,4,2021-22
2021-10-27,20.45  SS Lazio,(0-0)  ACF Fiorentina,1,0,0,1,2021-22
2021-10-27,Empoli FC,(0-1)  FC Internazionale Milano,0,2,0,2,2021-22
2021-10-27,Cagliari Calcio,(0-0)  AS Roma,1,2,1,3,2021-22
2021-10-28,20.45  SSC Napoli,(2-0)  Bologna FC 1909,3,0,0,3,2021-22
2021-10-30,15.00  Atalanta BC,(1-1)  SS Lazio,2,2,1,4,2021-22
2021-10-30,18.00  Hellas Verona FC,(2-0)  Juventus FC,2,1,1,3,2021-22
2021-10-30,20.50  Torino FC,(1-0)  UC Sampdoria,3,0,0,3,2021-22
2021-10-31,20.45  AS Roma,(0-1)  AC Milan,1,2,1,3,2021-22
2021-10-31,18.05  US Salernitana 1919,(0-0)  SSC Napoli,0,1,0,1,2021-22
2021-10-31,15.05  ACF Fiorentina,(1-0)  Spezia Calcio,3,0,0,3,2021-22
2021-10-31,15.00  US Sassuolo Calcio,(1-0)  Empoli FC,1,2,1,3,2021-22
2021-10-31,12.30  FC Internazionale Milano,(0-0)  Udinese Calcio,2,0,0,2,2021-22
2021-10-31,Genoa CFC,Venezia FC,0,0,0,0,2021-22
2021-11-01,20.45  Bologna FC 1909,(0-0)  Cagliari Calcio,2,0,0,2,2021-22
2021-11-05,20.45  Empoli FC,(0-1)  Genoa CFC,2,2,1,4,2021-22
2021-11-06,15.00  Spezia Calcio,(0-0)  Torino FC,1,0,0,1,2021-22
2021-11-06,18.00  Juventus FC,(0-0)  ACF Fiorentina,1,0,0,1,2021-22
2021-11-06,20.45  Cagliari Calcio,(1-2)  Atalanta BC,1,2,1,3,2021-22
2021-11-07,SS Lazio,(2-0)  US Salernitana 1919,3,0,0,3,2021-22
2021-11-07,20.45  AC Milan,(1-1)  FC Internazionale Milano,1,1,1,2,2021-22
2021-11-07,18.00  SSC Napoli,(1-1)  Hellas Verona FC,1,1,1,2,2021-22
2021-11-07,12.30  Venezia FC,(1-2)  AS Roma,3,2,1,5,2021-22
2021-11-07,15.00  Udinese Calcio,(2-2)  US Sassuolo Calcio,3,2,1,5,2021-22
2021-11-07,UC Sampdoria,(0-0)  Bologna FC 1909,1,2,1,3,2021-22
2021-11-20,15.00  Atalanta BC,(3-1)  Spezia Calcio,5,2,1,7,2021-22
2021-11-20,18.00  SS Lazio,(0-1)  Juventus FC,0,2,0,2,2021-22
2021-11-20,20.45  ACF Fiorentina,(2-0)  AC Milan,4,3,1,7,2021-22
2021-11-21,18.00  FC Internazionale Milano,(2-1)  SSC Napoli,3,2,1,5,2021-22
2021-11-21,Bologna FC 1909,(0-0)  Venezia FC,0,1,0,1,2021-22
2021-11-21,20.45  Genoa CFC,(0-0)  AS Roma,0,2,0,2,2021-22
2021-11-21,12.30  US Sassuolo Calcio,(1-1)  Cagliari Calcio,2,2,1,4,2021-22
2021-11-21,15.00  US Salernitana 1919,(0-2)  UC Sampdoria,0,2,0,2,2021-22
2021-11-22,18.30  Hellas Verona FC,(0-0)  Empoli FC,2,1,1,3,2021-22
2021-11-22,20.45  Torino FC,(1-0)  Udinese Calcio,2,1,1,3,2021-22
2021-11-26,20.45  Cagliari Calcio,(0-0)  US Salernitana 1919,1,1,1,2,2021-22
2021-11-27,15.00  UC Sampdoria,(0-1)  Hellas Verona FC,3,1,1,4,2021-22
2021-11-27,Empoli FC,(0-0)  ACF Fiorentina,2,1,1,3,2021-22
2021-11-27,18.00  Juventus FC,(0-1)  Atalanta BC,0,1,0,1,2021-22
2021-11-27,20.45  Venezia FC,(0-1)  FC Internazionale Milano,0,2,0,2,2021-22
2021-11-28,20.50  SSC Napoli,(3-0)  SS Lazio,4,0,0,4,2021-22
2021-11-28,18.00  AS Roma,(1-0)  Torino FC,1,0,0,1,2021-22
2021-11-28,15.00  AC Milan,(1-2)  US Sassuolo Calcio,1,3,1,4,2021-22
2021-11-28,15.05  Spezia Calcio,(0-0)  Bologna FC 1909,0,1,0,1,2021-22
2021-11-28,12.30  Udinese Calcio,Genoa CFC,0,0,0,0,2021-22
2021-11-30,18.30  Atalanta BC,(2-0)  Venezia FC,4,0,0,4,2021-22
2021-11-30,18.35  ACF Fiorentina,(3-1)  UC Sampdoria,3,1,1,4,2021-22
2021-11-30,20.45  US Salernitana 1919,(0-1)  Juventus FC,0,2,0,2,2021-22
2021-11-30,20.50  Hellas Verona FC,Cagliari Calcio,0,0,0,0,2021-22
2021-12-01,18.30  FC Internazionale Milano,(1-0)  Spezia Calcio,2,0,0,2,2021-22
2021-12-01,Bologna FC 1909,(1-0)  AS Roma,1,0,0,1,2021-22
2021-12-01,20.45  US Sassuolo Calcio,(0-0)  SSC Napoli,2,2,1,4,2021-22
2021-12-01,Genoa CFC,(0-2)  AC Milan,0,3,0,3,2021-22
2021-12-02,20.45  SS Lazio,(1-3)  Udinese Calcio,4,4,1,8,2021-22
2021-12-02,18.30  Torino FC,(2-1)  Empoli FC,2,2,1,4,2021-22
2021-12-04,15.00  AC Milan,(2-0)  US Salernitana 1919,2,0,0,2,2021-22
2021-12-04,18.00  AS Roma,(0-3)  FC Internazionale Milano,0,3,0,3,2021-22
2021-12-04,20.45  SSC Napoli,(1-1)  Atalanta BC,2,3,1,5,2021-22
2021-12-05,12.30  Bologna FC 1909,(1-1)  ACF Fiorentina,2,3,1,5,2021-22
2021-12-05,15.00  Venezia FC,(3-0)  Hellas Verona FC,3,4,1,7,2021-22
2021-12-05,Spezia Calcio,(1-0)  US Sassuolo Calcio,2,2,1,4,2021-22
2021-12-05,18.00  UC Sampdoria,(0-3)  SS Lazio,1,3,1,4,2021-22
2021-12-05,20.45  Juventus FC,(1-0)  Genoa CFC,2,0,0,2,2021-22
2021-12-06,20.45  Cagliari Calcio,(0-1)  Torino FC,1,1,1,2,2021-22
2021-12-06,18.30  Empoli FC,(0-1)  Udinese Calcio,3,1,1,4,2021-22
2021-12-10,20.45  Genoa CFC,(0-1)  UC Sampdoria,1,3,1,4,2021-22
2021-12-11,15.00  ACF Fiorentina,(1-0)  US Salernitana 1919,4,0,0,4,2021-22
2021-12-11,18.00  Venezia FC,(0-1)  Juventus FC,1,1,1,2,2021-22
2021-12-11,20.45  Udinese Calcio,(1-0)  AC Milan,1,1,1,2,2021-22
2021-12-12,12.30  Torino FC,(1-0)  Bologna FC 1909,2,1,1,3,2021-22
2021-12-12,15.00  Hellas Verona FC,(1-1)  Atalanta BC,1,2,1,3,2021-22
2021-12-12,18.00  US Sassuolo Calcio,(0-1)  SS Lazio,2,1,1,3,2021-22
2021-12-12,SSC Napoli,(0-0)  Empoli FC,0,1,0,1,2021-22
2021-12-12,20.45  FC Internazionale Milano,(1-0)  Cagliari Calcio,4,0,0,4,2021-22
2021-12-13,20.45  AS Roma,(1-0)  Spezia Calcio,2,0,0,2,2021-22
2021-12-17,18.30  SS Lazio,(1-0)  Genoa CFC,3,1,1,4,2021-22
2021-12-17,20.45  US Salernitana 1919,(0-2)  FC Internazionale Milano,0,5,0,5,2021-22
2021-12-18,15.00  Atalanta BC,(1-2)  AS Roma,1,4,1,5,2021-22
2021-12-18,18.00  Bologna FC 1909,(0-1)  Juventus FC,0,2,0,2,2021-22
2021-12-18,20.45  Cagliari Calcio,(0-2)  Udinese Calcio,0,4,0,4,2021-22
2021-12-19,12.30  ACF Fiorentina,(0-2)  US Sassuolo Calcio,2,2,1,4,2021-22
2021-12-19,15.00  Spezia Calcio,(0-0)  Empoli FC,1,1,1,2,2021-22
2021-12-19,18.00  Torino FC,(1-0)  Hellas Verona FC,1,0,0,1,2021-22
2021-12-19,UC Sampdoria,(1-0)  Venezia FC,1,1,1,2,2021-22
2021-12-19,20.45  AC Milan,(0-1)  SSC Napoli,0,1,0,1,2021-22
2021-12-21,20.45  Juventus FC,(1-0)  Cagliari Calcio,2,0,0,2,2021-22
2021-12-21,Genoa CFC,Atalanta BC,0,0,0,0,2021-22
2021-12-22,Empoli FC,(1-2)  AC Milan,2,4,1,6,2021-22
2021-12-22,20.45  SSC Napoli,(0-1)  Spezia Calcio,0,1,0,1,2021-22
2021-12-22,FC Internazionale Milano,(1-0)  Torino FC,1,0,0,1,2021-22
2021-12-22,Hellas Verona FC,(1-0)  ACF Fiorentina,1,1,1,2,2021-22
2021-12-22,US Sassuolo Calcio,(0-2)  Bologna FC 1909,0,3,0,3,2021-22
2021-12-22,18.30  AS Roma,(0-0)  UC Sampdoria,1,1,1,2,2021-22
2021-12-22,16.30  Venezia FC,(1-1)  SS Lazio,1,3,1,4,2021-22
2022-01-06,12.30  UC Sampdoria,(1-0)  Cagliari Calcio,1,2,1,3,2021-22
2022-01-06,14.30  Spezia Calcio,(0-0)  Hellas Verona FC,1,2,1,3,2021-22
2022-01-06,SS Lazio,(1-2)  Empoli FC,3,3,1,6,2021-22
2022-01-06,16.30  US Sassuolo Calcio,(0-1)  Genoa CFC,1,1,1,2,2021-22
2022-01-06,18.30  AC Milan,(2-1)  AS Roma,3,1,1,4,2021-22
2022-01-06,20.45  Juventus FC,(0-1)  SSC Napoli,1,1,1,2,2021-22
2022-01-09,Hellas Verona FC,(0-1)  US Salernitana 1919,1,2,1,3,2021-22
2022-01-09,20.45  FC Internazionale Milano,(1-1)  SS Lazio,2,1,1,3,2021-22
2022-01-09,Genoa CFC,(0-1)  Spezia Calcio,0,1,0,1,2021-22
2022-01-09,18.30  AS Roma,(1-1)  Juventus FC,3,4,1,7,2021-22
2022-01-09,SSC Napoli,(1-0)  UC Sampdoria,1,0,0,1,2021-22
2022-01-09,16.30  Udinese Calcio,(0-3)  Atalanta BC,2,6,1,8,2021-22
2022-01-09,14.30  Empoli FC,(1-2)  US Sassuolo Calcio,1,5,1,6,2021-22
2022-01-09,12.30  Venezia FC,(0-1)  AC Milan,0,3,0,3,2021-22
2022-01-10,17.00  Torino FC,(3-0)  ACF Fiorentina,4,0,0,4,2021-22
2022-01-11,20.45  Cagliari Calcio,(0-0)  Bologna FC 1909,2,1,1,3,2021-22
2022-01-15,15.00  UC Sampdoria,(1-1)  Torino FC,1,2,1,3,2021-22
2022-01-15,18.00  US Salernitana 1919,(0-2)  SS Lazio,0,3,0,3,2021-22
2022-01-15,20.45  Juventus FC,(1-0)  Udinese Calcio,2,0,0,2,2021-22
2022-01-16,20.45  Atalanta BC,FC Internazionale Milano,0,0,0,0,2021-22
2022-01-16,18.00  AS Roma,(1-0)  Cagliari Calcio,1,0,0,1,2021-22
2022-01-16,12.30  US Sassuolo Calcio,(0-2)  Hellas Verona FC,2,4,1,6,2021-22
2022-01-16,15.00  Venezia FC,(0-1)  Empoli FC,1,1,1,2,2021-22
2022-01-17,18.30  AC Milan,(1-0)  Spezia Calcio,1,2,1,3,2021-22
2022-01-17,Bologna FC 1909,(0-1)  SSC Napoli,0,2,0,2,2021-22
2022-01-17,20.50  ACF Fiorentina,(3-0)  Genoa CFC,6,0,0,6,2021-22
2022-01-21,20.45  Hellas Verona FC,(1-1)  Bologna FC 1909,2,1,1,3,2021-22
2022-01-22,15.00  Genoa CFC,Udinese Calcio,0,0,0,0,2021-22
2022-01-22,18.05  FC Internazionale Milano,(1-1)  Venezia FC,2,1,1,3,2021-22
2022-01-22,20.45  SS Lazio,Atalanta BC,0,0,0,0,2021-22
2022-01-23,Spezia Calcio,(0-0)  UC Sampdoria,1,0,0,1,2021-22
2022-01-23,20.45  AC Milan,Juventus FC,0,0,0,0,2021-22
2022-01-23,18.00  Empoli FC,(0-4)  AS Roma,2,4,1,6,2021-22
2022-01-23,12.30  Cagliari Calcio,(0-0)  ACF Fiorentina,1,1,1,2,2021-22
2022-01-23,15.00  Torino FC,(1-0)  US Sassuolo Calcio,1,1,1,2,2021-22
2022-01-23,SSC Napoli,(2-1)  US Salernitana 1919,4,1,1,5,2021-22
2022-02-05,15.00  AS Roma,Genoa CFC,0,0,0,0,2021-22
